h;idAnalyse;distanceDebut;tpsFinCoulee;tpsFinPremierMvt;nbCycles;tpsFinDernierMvt;distanceFin;tpsPassage
466;201;50;31.21;-1;0;51.31;100;51.45
467;202;0;5.54;-1;0;23.58;50;23.88
468;202;50;30.15;-1;0;50.82;100;50.93
469;203;0;5.47;-1;0;23.15;50;23.58
470;203;50;30.89;-1;0;49.85;100;50.18
471;204;0;5.96;-1;0;23.36;50;23.8
472;204;50;31.36;-1;0;50.68;100;50.99
473;205;0;5.98;-1;0;23.94;50;24.23
474;205;50;30.42;-1;0;50.86;100;51.11
475;206;0;5.33;-1;0;23.57;50;23.64
476;206;50;30.73;-1;0;51.47;100;51.86
477;207;0;5.48;-1;0;23.68;50;24.1
478;207;50;29.45;-1;0;51.32;100;51.39
479;208;0;6.17;-1;0;24.76;50;25.98
480;208;50;31.92;-1;0;52.56;100;53.02
481;209;0;5.83;-1;0;24.78;50;25.92
482;209;50;31.29;-1;0;52.69;100;52.9
483;210;0;6.62;-1;0;24.44;50;25.5
484;210;50;30.15;-1;0;52.56;100;52.88
485;211;0;5.95;-1;0;23.97;50;25.16
486;211;50;30.48;-1;0;52.51;100;52.97
487;212;0;5.86;-1;0;24.5;50;25.89
488;212;50;32.17;-1;0;53.36;100;53.51
489;213;0;6.13;-1;0;25.01;50;25.99
490;213;50;32.38;-1;0;52.99;100;53.34
491;214;0;6.46;-1;0;27.34;50;27.87
492;214;50;33.91;-1;0;58.87;100;59.52
493;215;0;6.2;-1;0;27.42;50;27.79
494;215;50;33.98;-1;0;58.74;100;59.5
495;216;0;6.15;-1;0;26.69;50;27.01
496;216;50;33.56;-1;0;57.61;100;58.1
497;217;0;-1;-1;0;-1;50;26.64
498;217;50;-1;-1;0;-1;100;57.66
499;218;0;6;-1;0;26.12;50;26.94
500;218;50;33.86;-1;0;58.29;100;58.94
501;219;0;5.41;-1;0;26.42;50;27.67
502;219;50;33.08;-1;0;57.97;100;58.58
503;220;0;6.34;-1;0;26.39;50;26.85
504;220;50;33.47;-1;0;58.27;100;58.75
505;221;0;6.57;-1;0;27.06;50;27.7
506;221;50;33.94;-1;0;58.87;100;59.31
507;222;0;6.09;-1;0;25.23;50;25.6
508;222;50;31.86;-1;0;54.56;100;55.05
509;222;100;61.1;-1;0;84.6;150;85.28
510;222;150;91.9;-1;0;114.86;200;115.69
511;223;0;5.9;-1;0;25.4;50;25.55
512;223;50;31.24;-1;0;54.21;100;54.88
513;223;100;60.49;-1;0;83.85;150;84.67
514;223;150;90.35;-1;0;114.48;200;115.18
515;224;0;5.9;-1;0;24.96;50;25.06
516;224;50;31.18;-1;0;53.06;100;53.19
517;224;100;59.3;-1;0;82.09;150;82.96
518;224;150;88.49;-1;0;114.27;200;114.28
519;225;0;6.08;-1;0;24.96;50;25.5
520;225;50;30.68;-1;0;53.84;100;54.58
521;225;100;59.67;-1;0;83.7;150;84.34
522;225;150;89.56;-1;0;114.18;200;114.43
523;226;0;5.54;-1;0;24.33;50;24.57
524;226;50;31.43;-1;0;52.4;100;53.12
525;226;100;60.21;-1;0;81;150;81.76
526;226;150;88.57;-1;0;111.09;200;111.1
527;227;0;6.16;-1;0;25.1;50;25.29
528;227;50;31.78;-1;0;53.46;100;54.29
529;227;100;60.59;-1;0;84;150;84.05
530;227;150;89.8;-1;0;114.38;200;114.5
531;228;0;5.9;-1;0;24.53;50;25.66
532;228;50;30.44;-1;0;54.38;100;54.75
533;228;100;59.78;-1;0;84.44;150;85.32
534;228;150;90.11;-1;0;116.38;200;116.69
535;229;0;6.24;-1;0;25.74;50;25.8
536;229;50;32.33;-1;0;55.08;100;55.14
537;229;100;61.09;-1;0;85.48;150;85.59
538;229;150;91.54;-1;0;116.04;200;116.33
539;230;0;6.85;-1;0;27.07;50;28.62
540;230;50;36.13;-1;0;57.47;100;58.86
541;230;100;65.93;-1;0;87.53;150;88.97
542;230;150;96.11;-1;0;118.29;200;118.56
543;231;0;6.72;-1;0;26.12;50;27.45
544;231;50;33.33;-1;0;55.66;100;56.98
545;231;100;62.66;-1;0;85.4;150;86.81
546;231;150;92.22;-1;0;116.52;200;116.67
547;232;0;6.38;-1;0;25.52;50;26.84
548;232;50;32.99;-1;0;54.59;100;55.49
549;232;100;62.46;-1;0;83.48;150;84.95
550;232;150;92.12;-1;0;114.39;200;114.62
551;233;0;6.24;-1;0;26.21;50;27.4
552;233;50;34.38;-1;0;55.4;100;56.41
553;233;100;63.97;-1;0;84.67;150;85.58
554;233;150;92.33;-1;0;114.23;200;114.46
555;234;0;6.91;-1;0;26.12;50;27.23
556;234;50;32.77;-1;0;55.52;100;56.74
557;234;100;61.7;-1;0;85.28;150;86.48
558;234;150;91.3;-1;0;116.16;200;116.33
559;235;0;7.1;-1;0;26.56;50;27.81
560;235;50;34.96;-1;0;55.46;100;57.01
561;235;100;64.35;-1;0;85.6;150;86.83
562;235;150;93.9;-1;0;116.68;200;117.05
563;236;0;-1;-1;0;-1;50;29.45
564;236;50;-1;-1;0;-1;100;62.38
565;236;100;-1;-1;0;-1;150;96.11
566;236;150;-1;-1;0;-1;200;130.34
567;237;0;-1;-1;0;-1;50;29.57
568;237;50;-1;-1;0;-1;100;62.03
569;237;100;-1;-1;0;-1;150;94.9
570;237;150;-1;-1;0;-1;200;128.58
571;238;0;-1;-1;0;-1;50;29.02
572;238;50;-1;-1;0;-1;100;61.21
573;238;100;-1;-1;0;-1;150;94.13
574;238;150;-1;-1;0;-1;200;128.48
575;239;0;-1;-1;0;-1;50;29.24
576;239;50;-1;-1;0;-1;100;61.46
577;239;100;-1;-1;0;-1;150;94.32
578;239;150;-1;-1;0;-1;200;127.66
579;240;0;8.12;-1;0;28.5;50;29.74
580;240;50;37.15;-1;0;60.97;100;62.31
581;240;100;69.17;-1;0;94.11;150;94.74
582;240;150;101.59;-1;0;126.21;200;126.99
583;241;0;6.91;-1;0;28.31;50;29.24
584;241;50;36.79;-1;0;61.06;100;62.23
585;241;100;69.8;-1;0;93.9;150;95.12
586;241;150;102.21;-1;0;126.85;200;127.35
587;242;0;8.22;-1;0;28.25;50;28.82
588;242;50;36.55;-1;0;61.67;100;62.02
589;242;100;69.31;-1;0;94.28;150;95.59
590;242;150;102.51;-1;0;127.87;200;129.23
591;243;0;8.3;-1;0;28.06;50;29.54
592;243;50;36.79;-1;0;60.87;100;62.46
593;243;100;70.07;-1;0;94.7;150;96.11
594;243;150;102.9;-1;0;128.39;200;129.73
595;244;0;5.11;-1;0;25.78;50;27.21
596;244;50;30.47;-1;0;55.4;100;56.69
597;244;100;60.05;-1;0;85.74;150;86.78
598;244;150;90.66;-1;0;117.86;200;118.48
599;245;0;4.77;-1;0;26.79;50;27.77
600;245;50;30.76;-1;0;56.13;100;57.36
601;245;100;60.48;-1;0;86.75;150;87.8
602;245;150;90.86;-1;0;118.75;200;118.78
603;246;0;4.67;-1;0;25.93;50;27.21
604;246;50;29.91;-1;0;55.28;100;56.52
605;246;100;59.19;-1;0;85.38;150;86.57
606;246;150;89.17;-1;0;116.19;200;116.29
607;247;0;5.25;-1;0;25.48;50;26.72
608;247;50;30.24;-1;0;54.78;100;55.78
609;247;100;59.27;-1;0;85.11;150;86.06
610;247;150;89.43;-1;0;116.02;200;116.27
611;248;0;5.2;-1;0;25.74;50;27.15
612;248;50;30.13;-1;0;55.2;100;56.57
613;248;100;59.2;-1;0;85.54;150;86.98
614;248;150;89.7;-1;0;116.14;200;116.42
615;249;0;5.27;-1;0;26.88;50;27.93
616;249;50;31.33;-1;0;57.02;100;58.05
617;249;100;61.51;-1;0;87.43;150;88.55
618;249;150;91.85;-1;0;118.68;200;118.76
619;250;0;4.56;-1;0;26.53;50;27.81
620;250;50;30.37;-1;0;56.86;100;58.14
621;250;100;60.61;-1;0;87.69;150;89.07
622;250;150;91.51;-1;0;119.2;200;119.36
623;251;0;5.31;-1;0;22.82;50;23.96
624;251;50;28.73;-1;0;49.97;100;51.03
625;251;100;56.13;-1;0;77.25;150;78.58
626;251;150;82.74;-1;0;105.69;200;105.74
627;252;0;-1;-1;0;-1;50;24.6
628;252;50;-1;-1;0;-1;100;51.4
629;252;100;-1;-1;0;-1;150;78.87
630;252;150;-1;-1;0;-1;200;106.1
631;253;0;5;-1;0;23.38;50;24.4
632;253;50;27.84;-1;0;50.16;100;51.43
633;253;100;54.89;-1;0;77.16;150;78.49
634;253;150;82.24;-1;0;104.98;200;105.34
635;254;0;5.72;-1;0;23.71;50;24.87
636;254;50;28.58;-1;0;49.8;100;51.28
637;254;100;55.09;-1;0;77.26;150;78.52
638;254;150;82.23;-1;0;104.48;200;104.79
639;255;0;5.25;-1;0;23.95;50;24.88
640;255;50;28.15;-1;0;50.23;100;51.38
641;255;100;54.96;-1;0;77.17;150;78.36
642;255;150;81.28;-1;0;104.89;200;105.19
643;256;0;5.01;-1;0;23.84;50;24.97
644;256;50;29.05;-1;0;50.95;100;52.23
645;256;100;56.11;-1;0;78.25;150;79.66
646;256;150;83.84;-1;0;105.37;200;105.72
647;257;0;5.23;-1;0;23.63;50;24.93
648;257;50;27.76;-1;0;51.28;100;52.38
649;257;100;55.07;-1;0;78.96;150;80.11
650;257;150;82.77;-1;0;106.92;200;107.34
651;258;0;4.98;-1;0;23.74;50;24.94
652;258;50;28.25;-1;0;51.5;100;52.5
653;258;100;55.89;-1;0;79.16;150;80.25
654;258;150;83.56;-1;0;107.32;200;107.66
655;259;0;6.48;-1;0;27.08;50;27.57
656;259;50;34.4;-1;0;60.7;100;61.09
657;259;100;66.93;-1;0;97.8;150;98.35
658;259;150;104.56;-1;0;129.66;200;130.03
659;260;0;6.04;-1;0;27.47;50;28.06
660;260;50;32.9;-1;0;61.01;100;61.4
661;260;100;66.5;-1;0;99.06;150;99.71
662;260;150;103.2;-1;0;131.35;200;131.7
663;261;0;6.16;-1;0;27.81;50;28.26
664;261;50;33.99;-1;0;60.57;100;60.88
665;261;100;66.47;-1;0;97.68;150;98.66
666;261;150;102.9;-1;0;129.47;200;129.99
667;262;0;6.33;-1;0;27.37;50;28.1
668;262;50;33.7;-1;0;60.53;100;60.91
669;262;100;65.62;-1;0;98.73;150;99.05
670;262;150;102.01;-1;0;129.83;200;130.12
671;263;0;6.12;-1;0;27.19;50;27.85
672;263;50;33.07;-1;0;60.15;100;60.92
673;263;100;68.16;-1;0;98.23;150;98.8
674;263;150;102.2;-1;0;130.49;200;130.76
675;264;0;6.55;-1;0;27.7;50;28.52
676;264;50;33.96;-1;0;61.42;100;61.87
677;264;100;67.69;-1;0;97.77;150;99.43
678;264;150;102.68;-1;0;130.34;200;130.65
679;265;0;5.17;-1;0;28.34;50;28.4
680;265;50;32.93;-1;0;62.1;100;62.5
681;265;100;67.71;-1;0;99.82;150;100.6
682;265;150;103.78;-1;0;132.26;200;132.42
683;266;0;-1;-1;0;-1;50;25.18
684;266;50;-1;-1;0;-1;100;54.08
685;266;100;-1;-1;0;-1;150;88.96
686;266;150;-1;-1;0;-1;200;118.04
687;267;0;5.66;-1;0;24.65;50;25.54
688;267;50;31.23;-1;0;54.75;100;55.14
689;267;100;62.05;-1;0;87.63;150;89
690;267;150;93.25;-1;0;116.31;200;116.76
691;268;0;-1;-1;0;-1;50;24.9
692;268;50;-1;-1;0;-1;100;54.83
693;268;100;-1;-1;0;-1;150;88.42
694;268;150;-1;-1;0;-1;200;116.95
695;269;0;5.24;-1;0;24.59;50;25.08
696;269;50;31.91;-1;0;54.32;100;54.41
697;269;100;61.1;-1;0;87.98;150;89.55
698;269;150;94.3;-1;0;117.81;200;118.12
699;270;0;5.75;-1;0;24.35;50;25.12
700;270;50;32.57;-1;0;55.34;100;55.75
701;270;100;62.32;-1;0;88.06;150;88.74
702;270;150;92.89;-1;0;116.73;200;117.25
703;271;0;-1;-1;0;-1;50;25.55
704;271;50;-1;-1;0;-1;100;55.49
705;271;100;-1;-1;0;-1;150;89.97
706;271;150;-1;-1;0;-1;200;118.18
707;272;0;5.36;-1;0;24.56;50;25.68
708;272;50;32.66;-1;0;54.96;100;55.41
709;272;100;62.15;-1;0;89.3;150;90.43
710;272;150;95.27;-1;0;118.22;200;118.52
711;273;0;5.77;-1;0;25.55;50;25.72
712;273;50;32.9;-1;0;54.83;100;55.13
713;273;100;62.07;-1;0;88.38;150;89.8
714;273;150;93.89;-1;0;117.95;200;118.35
715;274;0;-1;-1;0;-1;50;29.86
716;274;50;-1;-1;0;-1;100;64.82
717;274;100;-1;-1;0;-1;150;102.57
718;274;150;-1;-1;0;-1;200;139.1
719;274;200;-1;-1;0;-1;250;178.92
720;274;250;-1;-1;0;-1;300;219.74
721;274;300;-1;-1;0;-1;350;253.5
722;274;350;-1;-1;0;-1;400;285.61
723;275;0;-1;-1;0;-1;50;29.67
724;275;50;-1;-1;0;-1;100;63.51
725;275;100;-1;-1;0;-1;150;99.81
726;275;150;-1;-1;0;-1;200;135.51
727;275;200;-1;-1;0;-1;250;175.28
728;275;250;-1;-1;0;-1;300;216.05
729;275;300;-1;-1;0;-1;350;248.89
730;275;350;-1;-1;0;-1;400;280.84
731;276;0;-1;-1;0;-1;50;29.72
732;276;50;-1;-1;0;-1;100;63.49
733;276;100;-1;-1;0;-1;150;98.9
734;276;150;-1;-1;0;-1;200;133.63
735;276;200;-1;-1;0;-1;250;172.71
736;276;250;-1;-1;0;-1;300;212.46
737;276;300;-1;-1;0;-1;350;245.28
738;276;350;-1;-1;0;-1;400;276.81
739;277;0;-1;-1;0;-1;50;29.32
740;277;50;-1;-1;0;-1;100;62.43
741;277;100;-1;-1;0;-1;150;97.93
742;277;150;-1;-1;0;-1;200;133.11
743;277;200;-1;-1;0;-1;250;171.41
744;277;250;-1;-1;0;-1;300;210.99
745;277;300;-1;-1;0;-1;350;242.88
746;277;350;-1;-1;0;-1;400;274.76
747;278;0;-1;-1;0;-1;50;3.3
748;278;50;-1;-1;0;-1;100;63.96
749;278;100;-1;-1;0;-1;150;100.78
750;278;150;-1;-1;0;-1;200;136.6
751;278;200;-1;-1;0;-1;250;174.59
752;278;250;-1;-1;0;-1;300;213.45
753;278;300;-1;-1;0;-1;350;246.07
754;278;350;-1;-1;0;-1;400;276.81
755;279;0;-1;-1;0;-1;50;29.65
756;279;50;-1;-1;0;-1;100;63.54
757;279;100;-1;-1;0;-1;150;99.62
758;279;150;-1;-1;0;-1;200;135.31
759;279;200;-1;-1;0;-1;250;173.71
760;279;250;-1;-1;0;-1;300;213.54
761;279;300;-1;-1;0;-1;350;246.45
762;279;350;-1;-1;0;-1;400;278.08
763;280;0;-1;-1;0;-1;50;29.46
764;280;50;-1;-1;0;-1;100;63.45
765;280;100;-1;-1;0;-1;150;99.97
766;280;150;-1;-1;0;-1;200;136.5
767;280;200;-1;-1;0;-1;250;176.66
768;280;250;-1;-1;0;-1;300;218.49
769;280;300;-1;-1;0;-1;350;252.55
770;280;350;-1;-1;0;-1;400;286.03
771;281;0;-1;-1;0;-1;50;29.59
772;281;50;-1;-1;0;-1;100;63.91
773;281;100;-1;-1;0;-1;150;99.42
774;281;150;-1;-1;0;-1;200;134.87
775;281;200;-1;-1;0;-1;250;174.61
776;281;250;-1;-1;0;-1;300;215.2
777;281;300;-1;-1;0;-1;350;248.3
778;281;350;-1;-1;0;-1;400;280.74
779;282;0;5.82;-1;0;27.21;50;27.26
780;282;50;32.82;-1;0;57.29;100;58.05
781;282;100;63.9;-1;0;89.34;150;90.58
782;282;150;95.14;-1;0;122.59;200;122.72
783;282;200;128.11;-1;0;157.02;250;158.25
784;282;250;163.52;-1;0;192.85;300;193.85
785;282;300;197.16;-1;0;223.14;350;224.28
786;282;350;227.2;-1;0;252.68;400;252.79
787;283;0;5.98;-1;0;25.8;50;26.17
788;283;50;32.93;-1;0;55.94;100;56.33
789;283;100;63.06;-1;0;89.28;150;90.57
790;283;150;95.88;-1;0;123.6;200;123.86
791;283;200;130.78;-1;0;157.71;250;158.68
792;283;250;166.21;-1;0;192.8;300;194.19
793;283;300;198.47;-1;0;222.12;350;223.29
794;283;350;-1;-1;0;-1;400;251.17
795;284;0;6.11;-1;0;25.95;50;26.98
796;284;50;33.76;-1;0;56.73;100;57.71
797;284;100;64.22;-1;0;88.99;150;90.48
798;284;150;95.36;-1;0;121.95;200;122.25
799;284;200;128.89;-1;0;156.55;250;158.1
800;284;250;164.49;-1;0;192.41;300;194.13
801;284;300;198.28;-1;0;222.41;350;223.64
802;284;350;227.85;-1;0;251.33;400;251.56
811;286;0;5.9;-1;0;26.56;50;26.63
812;286;50;31.41;-1;0;56.99;100;57.53
813;286;100;62.32;-1;0;88.64;150;90.02
814;286;150;94.12;-1;0;121.07;200;121.47
815;286;200;127.26;-1;0;157.25;250;158.25
816;286;250;164.03;-1;0;194.6;300;195.44
817;286;300;199.41;-1;0;224.1;350;225.64
818;286;350;228.83;-1;0;253.76;400;254.33
819;287;0;5.13;-1;0;26.2;50;27.37
820;287;50;32.2;-1;0;57.6;100;58.04
821;287;100;62.98;-1;0;90.37;150;91.51
822;287;150;95.4;-1;0;123.24;200;123.66
823;287;200;128.82;-1;0;159.29;250;160
824;287;250;165.85;-1;0;195.05;300;196.21
825;287;300;199.67;-1;0;225.42;350;226.85
826;287;350;230.13;-1;0;256.52;400;256.75
827;288;0;6.1;-1;0;26.04;50;26.67
828;288;50;31.85;-1;0;56.46;100;57.44
829;288;100;62.93;-1;0;88.22;150;89.65
830;288;150;93.82;-1;0;121.12;200;121.31
831;288;200;127.72;-1;0;154.75;250;156.55
832;288;250;163.09;-1;0;190.19;300;191.72
833;288;300;195.39;-1;0;219.93;350;221.3
834;288;350;223.74;-1;0;249.62;400;250.02
835;289;0;-1;-1;0;-1;50;26.58
836;289;50;-1;-1;0;-1;100;57.6
837;289;100;-1;-1;0;-1;150;90.41
838;289;150;-1;-1;0;-1;200;122.72
839;289;200;-1;-1;0;-1;250;159.12
840;289;250;-1;-1;0;-1;300;196.75
841;289;300;-1;-1;0;-1;350;227.23
842;289;350;-1;-1;0;-1;400;257.06
851;291;0;4.7;-1;0;22.36;50;22.37
852;292;0;4.61;-1;0;22.41;50;22.75
853;293;0;5.12;-1;0;22.21;50;22.22
854;294;0;4.5;-1;0;22.94;50;23.89
855;294;50;27.37;-1;0;49.24;100;49.5
856;295;0;0;-1;0;22.38;50;23.32
857;295;50;27.27;-1;0;47.76;100;48.08
858;296;0;-1;-1;0;-1;50;22.97
859;296;50;-1;-1;0;-1;100;47.3
860;297;0;4.57;-1;0;23.33;50;24.39
861;297;50;27.91;-1;0;51.13;100;52.47
862;297;100;55.34;-1;0;79.69;150;80.95
863;297;150;84.2;-1;0;110;200;110.01
864;298;0;4.55;-1;0;22.95;50;23.94
865;298;50;27.52;-1;0;49.72;100;50.7
866;298;100;53.65;-1;0;77.16;150;78.34
867;298;150;81.38;-1;0;105.17;200;105.26
868;299;0;4.56;-1;0;23.25;50;24.53
869;299;50;27.93;-1;0;50.16;100;51.5
870;299;100;54.76;-1;0;77.47;150;79.07
871;299;150;82.04;-1;0;105.88;200;105.95
872;300;0;4.33;-1;0;21.86;50;23.39
873;300;50;26.73;-1;0;48.17;100;48.32
874;301;0;4.9;-1;0;22.23;50;23.07
875;301;50;26.44;-1;0;47.43;100;47.56
876;302;0;5.13;-1;0;22.54;50;23.37
877;302;50;26.89;-1;0;48.18;100;48.28
878;303;0;5.17;-1;0;22.2;50;23.31
879;303;50;26.69;-1;0;48.14;100;48.3
880;304;0;6.02;-1;0;26.07;50;27.02
881;304;50;32.25;-1;0;56.36;100;57.23
882;304;100;62.59;-1;0;88.55;150;90.09
883;304;150;94.63;-1;0;121.82;200;122.46
884;304;200;128.05;-1;0;156.44;250;157.7
885;304;250;163.6;-1;0;191.77;300;192.95
886;304;300;196.17;-1;0;221.56;350;222.86
887;304;350;225.84;-1;0;251.88;400;252.15
888;305;0;5.61;-1;0;26.02;50;26.1
889;305;50;31.95;-1;0;56.1;100;56.3
890;305;100;62.51;-1;0;88.72;150;89.97
891;305;150;95.5;-1;0;122.13;200;122.41
892;305;200;127.72;-1;0;156.16;250;157.02
893;305;250;162.73;-1;0;190.3;300;191.51
894;305;300;196.7;-1;0;219.46;350;221.07
895;305;350;224.93;-1;0;249.91;400;250.09
896;306;0;6.15;-1;0;25.93;50;26.54
897;306;50;32.02;-1;0;56.43;100;57.08
898;307;0;6.21;-1;0;26.81;50;28.34
899;307;50;34.84;-1;0;60.18;100;60.75
900;308;0;5.21;-1;0;24.91;50;26.53
901;308;50;29.6;-1;0;53.75;100;55.19
902;308;100;58.22;-1;0;83.07;150;84.64
903;308;150;87.74;-1;0;112.59;200;113.95
904;308;200;116.9;-1;0;142.26;250;143.63
905;308;250;146.68;-1;0;172.69;300;174.25
906;308;300;176.91;-1;0;203.29;350;205.17
907;308;350;207.8;-1;0;233.97;400;235.01
908;309;0;5.97;-1;0;29.38;50;29.4
909;309;50;34.49;-1;0;62.53;100;63.28
910;309;100;67.62;-1;0;98.2;150;99.63
911;309;150;102.88;-1;0;134.76;200;135.1
912;309;200;141.07;-1;0;173.56;250;174.78
913;309;250;181.2;-1;0;214.2;300;215.8
914;309;300;219.35;-1;0;248;350;249.24
915;309;350;252.1;-1;0;281.55;400;281.98
916;310;0;5.71;-1;0;24.98;50;25.97
917;310;50;30.97;-1;0;53.93;100;54.28
918;311;0;4.32;-1;0;24.06;50;25.35
919;311;50;28.57;-1;0;53;100;53.05
920;312;0;4.43;-1;0;24.9;50;26.09
921;312;50;28.87;-1;0;54.54;100;54.83
922;313;0;4.11;-1;0;24.84;50;25.75
923;313;50;28.6;-1;0;54.09;100;54.45
924;314;0;-1;-1;0;-1;50;26.35
925;314;50;-1;-1;0;-1;100;56.16
926;315;0;6.1;-1;0;25.27;50;25.73
927;315;50;31.46;-1;0;55.58;100;56.14
928;315;100;62.03;-1;0;88.7;150;89.82
929;315;150;95.13;-1;0;122.6;200;122.81
930;315;200;128.43;-1;0;156.15;250;157.32
931;315;250;162.91;-1;0;191.12;300;192.26
932;315;300;197.5;-1;0;221.03;350;222.5
933;315;350;226.9;-1;0;250.9;400;251.22
