h;idAnalyse;distanceDebut;tpsFinCoulee;tpsFinPremierMvt;nbCycles;tpsFinDernierMvt;distanceFin;tpsPassage
1390;517;150;-1;-1;0;-1;200;110.45
1391;517;200;-1;-1;0;-1;250;138.73
1392;517;250;-1;-1;0;-1;300;167.36
1393;517;300;-1;-1;0;-1;350;195.82
1394;517;350;-1;-1;0;-1;400;223.52
1395;518;0;-1;-1;0;-1;50;26.66
1396;518;50;-1;-1;0;-1;100;55.05
1397;518;100;-1;-1;0;-1;150;83.58
1398;518;150;-1;-1;0;-1;200;112.24
1399;518;200;-1;-1;0;-1;250;140.77
1400;518;250;-1;-1;0;-1;300;169.36
1401;518;300;-1;-1;0;-1;350;197.43
1402;518;350;-1;-1;0;-1;400;224.88
1403;519;0;-1;-1;0;-1;50;26.79
1404;519;50;-1;-1;0;-1;100;54.91
1405;519;100;-1;-1;0;-1;150;83.27
1406;519;150;-1;-1;0;-1;200;111.86
1407;519;200;-1;-1;0;-1;250;139.97
1408;519;250;-1;-1;0;-1;300;168.72
1409;519;300;-1;-1;0;-1;350;197.01
1410;519;350;-1;-1;0;-1;400;224.07
1411;520;0;-1;-1;0;-1;50;26.58
1412;520;50;-1;-1;0;-1;100;54.98
1413;520;100;-1;-1;0;-1;150;83.38
1414;520;150;-1;-1;0;-1;200;111.87
1415;520;200;-1;-1;0;-1;250;139.98
1416;520;250;-1;-1;0;-1;300;168.45
1417;520;300;-1;-1;0;-1;350;196.57
1418;520;350;-1;-1;0;-1;400;224.07
1419;521;0;-1;-1;0;-1;50;-1
1420;521;50;-1;-1;0;-1;100;-1
1421;521;100;-1;-1;0;-1;150;-1
1422;521;150;-1;-1;0;-1;200;-1
1423;521;200;-1;-1;0;-1;250;-1
1424;521;250;-1;-1;0;-1;300;-1
1425;521;300;-1;-1;0;-1;350;-1
1426;521;350;-1;-1;0;-1;400;-1
1427;522;0;-1;-1;0;-1;50;25.5
1428;522;50;-1;-1;0;-1;100;53.63
1429;522;100;-1;-1;0;-1;150;82.14
1430;522;150;-1;-1;0;-1;200;110.92
1431;522;200;-1;-1;0;-1;250;139.65
1432;522;250;-1;-1;0;-1;300;168.31
1433;522;300;-1;-1;0;-1;350;196.81
1434;522;350;-1;-1;0;-1;400;223.94
1435;523;0;-1;-1;0;-1;50;25.89
1436;523;50;-1;-1;0;-1;100;53.85
1437;523;100;-1;-1;0;-1;150;82.1
1438;523;150;-1;-1;0;-1;200;110.65
1439;523;200;-1;-1;0;-1;250;139.15
1440;523;250;-1;-1;0;-1;300;167.71
1441;523;300;-1;-1;0;-1;350;196.13
1442;523;350;-1;-1;0;-1;400;223.36
1443;524;0;-1;-1;0;-1;50;28.95
1444;524;50;-1;-1;0;-1;100;62.17
1445;524;100;-1;-1;0;-1;150;97.53
1446;524;150;-1;-1;0;-1;200;132.38
1447;524;200;-1;-1;0;-1;250;171.8
1448;524;250;-1;-1;0;-1;300;212.1
1449;524;300;-1;-1;0;-1;350;244.4
1450;524;350;-1;-1;0;-1;400;275.98
1451;525;0;-1;-1;0;-1;50;29.1
1452;525;50;-1;-1;0;-1;100;61.82
1453;525;100;-1;-1;0;-1;150;97.38
1454;525;150;-1;-1;0;-1;200;131.77
1455;525;200;-1;-1;0;-1;250;172.18
1456;525;250;-1;-1;0;-1;300;213.03
1457;525;300;-1;-1;0;-1;350;244.45
1458;525;350;-1;-1;0;-1;400;274.9
1459;526;0;-1;-1;0;-1;50;28.99
1460;526;50;-1;-1;0;-1;100;62.31
1461;526;100;-1;-1;0;-1;150;97.16
1462;526;150;-1;-1;0;-1;200;132.22
1463;526;200;-1;-1;0;-1;250;170.02
1464;526;250;-1;-1;0;-1;300;208.63
1465;526;300;-1;-1;0;-1;350;240.01
1466;526;350;-1;-1;0;-1;400;272.08
1467;527;0;-1;-1;0;-1;50;29.75
1468;527;50;-1;-1;0;-1;100;62.99
1469;527;100;-1;-1;0;-1;150;98.23
1470;527;150;-1;-1;0;-1;200;132.45
1471;527;200;-1;-1;0;-1;250;171.52
1472;527;250;-1;-1;0;-1;300;210.62
1473;527;300;-1;-1;0;-1;350;242.07
1474;527;350;-1;-1;0;-1;400;272.76
1475;528;0;-1;-1;0;-1;50;29.57
1476;528;50;-1;-1;0;-1;100;63.1
1477;528;100;-1;-1;0;-1;150;99.53
1478;528;150;-1;-1;0;-1;200;134.85
1479;528;200;-1;-1;0;-1;250;173.38
1480;528;250;-1;-1;0;-1;300;213.27
1481;528;300;-1;-1;0;-1;350;244.91
1482;528;350;-1;-1;0;-1;400;275.13
1483;529;0;0.87;-1;0;0.87;50;30.34
1484;529;50;-1;-1;0;-1;100;63.77
1485;529;100;-1;-1;0;-1;150;100.13
1486;529;150;-1;-1;0;-1;200;135.26
1487;529;200;-1;-1;0;-1;250;174.95
1488;529;250;-1;-1;0;-1;300;214.58
1489;529;300;-1;-1;0;-1;350;246.82
1490;529;350;-1;-1;0;-1;400;277.75
1491;530;0;-1;-1;0;-1;50;29.49
1492;530;50;-1;-1;0;-1;100;63.44
1493;530;100;-1;-1;0;-1;150;99.92
1494;530;150;-1;-1;0;-1;200;136.41
1495;530;200;-1;-1;0;-1;250;176.17
1496;530;250;-1;-1;0;-1;300;216.49
1497;530;300;-1;-1;0;-1;350;249.39
1498;530;350;-1;-1;0;-1;400;280.65
1499;531;0;5.56;-1;0;25.43;50;25.96
1500;531;50;31.56;-1;0;54.85;100;55.24
1501;531;100;60.38;-1;0;84.69;150;85.47
1502;531;150;89.81;-1;0;115.81;200;115.88
1503;532;0;6.01;-1;0;25.03;50;25.57
1504;532;50;31.05;-1;0;54.67;100;55.13
1505;532;100;60.76;-1;0;84.01;150;84.71
1506;532;150;90.36;-1;0;114.43;200;114.52
1507;533;0;-1;-1;0;-1;50;24.66
1508;533;50;-1;-1;0;-1;100;53.32
1509;533;100;-1;-1;0;-1;150;83.61
1510;533;150;-1;-1;0;-1;200;114.93
1511;534;0;-1;-1;0;-1;50;24.48
1512;534;50;-1;-1;0;-1;100;53.48
1513;534;100;-1;-1;0;-1;150;82.15
1514;534;150;-1;-1;0;-1;200;111.25
1515;535;0;6.12;-1;0;25.58;50;25.63
1516;535;50;33.56;-1;0;54.9;100;55.05
1517;535;100;62.17;-1;0;83.96;150;84.97
1518;535;150;91.27;-1;0;115.02;200;115.19
1519;536;0;5.62;-1;0;24.84;50;24.95
1520;536;50;30.56;-1;0;52.82;100;53.32
1521;536;100;59.13;-1;0;82.34;150;83.1
1522;536;150;89.09;-1;0;114.26;200;114.45
1523;537;0;6.11;-1;0;24.85;50;25.54
1524;537;50;31.71;-1;0;53.71;100;54.46
1525;537;100;59.75;-1;0;83.81;150;84.66
1526;537;150;89.63;-1;0;115.25;200;115.46
1527;538;0;5.64;-1;0;24.84;50;25.52
1528;538;50;32.9;-1;0;53.68;100;54.43
1529;538;100;61.47;-1;0;83.28;150;83.9
1530;538;150;90.57;-1;0;113.66;200;113.73
1531;539;0;6.38;-1;0;28.52;50;28.59
1532;539;50;33.97;-1;0;61.2;100;61.24
1533;539;100;66.6;-1;0;93.68;150;94.44
1534;539;150;99.82;-1;0;127.54;200;127.7
1535;540;0;6.63;-1;0;27.62;50;28.48
1536;540;50;33.56;-1;0;60.72;100;60.75
1537;540;100;65.57;-1;0;93.56;150;93.72
1538;540;150;98.41;-1;0;127.64;200;127.85
1539;541;0;5.91;-1;0;28.16;50;28.68
1540;541;50;33.14;-1;0;60.12;100;60.99
1541;541;100;65.47;-1;0;92.35;150;93.3
1542;541;150;97.46;-1;0;126.08;200;126.53
1543;542;0;6.21;-1;0;26.41;50;26.92
1544;542;50;32.06;-1;0;58.15;100;58.21
1545;542;100;63.55;-1;0;90.56;150;91.03
1546;542;150;95.67;-1;0;123.83;200;123.86
1547;543;0;6.08;-1;0;27.66;50;28.38
1548;543;50;33.28;-1;0;59.72;100;59.8
1549;543;100;64.84;-1;0;91.4;150;92.37
1550;543;150;97;-1;0;124.7;200;125.65
1551;544;0;6.69;-1;0;27.24;50;28.12
1552;544;50;35.19;-1;0;59.76;100;60.39
1553;544;100;67.23;-1;0;92.65;150;93.2
1554;544;150;100.85;-1;0;124.35;200;125.3
1555;545;0;5.43;-1;0;28.52;50;28.92
1556;545;50;33.21;-1;0;61.59;100;61.62
1557;545;100;66.11;-1;0;95.04;150;95.11
1558;545;150;99;-1;0;128.81;200;129.48
1559;546;0;6.66;-1;0;28.38;50;29.02
1560;546;50;36.24;-1;0;60.22;100;61.09
1561;546;100;67.93;-1;0;92.92;150;94.01
1562;546;150;100.59;-1;0;127.88;200;127.9
1563;547;0;5.42;-1;0;23.1;50;24.23
1564;547;50;27.63;-1;0;49.6;100;50.73
1565;547;100;54.18;-1;0;76.61;150;77.97
1566;547;150;80.81;-1;0;104.58;200;104.68
1567;548;0;5.44;-1;0;23.68;50;25.03
1568;548;50;29.03;-1;0;50.3;100;51.65
1569;548;100;55.84;-1;0;77.16;150;78.43
1570;548;150;82.16;-1;0;104.52;200;105.01
1571;549;0;5.09;-1;0;23.69;50;24.96
1572;549;50;29.48;-1;0;50.67;100;51.96
1573;549;100;56.63;-1;0;77.53;150;78.83
1574;549;150;82.92;-1;0;105.34;200;105.78
1575;550;0;5.11;-1;0;23.73;50;24.81
1576;550;50;28.29;-1;0;49.71;100;51.38
1577;550;100;54.97;-1;0;76.67;150;77.8
1578;550;150;81.13;-1;0;103.93;200;104.26
1579;551;0;5.23;-1;0;23.45;50;24.58
1580;551;50;28.6;-1;0;49.57;100;50.94
1581;551;100;55.05;-1;0;76.45;150;77.81
1582;551;150;81.75;-1;0;104.71;200;105.12
1583;552;0;5.1;-1;0;23.24;50;24.21
1584;552;50;27.45;-1;0;49.39;100;50.46
1585;552;100;53.53;-1;0;76.42;150;77.38
1586;552;150;80.54;-1;0;104.2;200;104.22
1587;553;0;5.1;-1;0;22.7;50;23.95
1588;553;50;26.81;-1;0;48.18;100;49.78
1589;553;100;52.77;-1;0;75.04;150;76.56
1590;553;150;79.04;-1;0;104.84;200;105.26
1591;554;0;6.2;-1;0;23.18;50;24.24
1592;554;50;28.34;-1;0;49.2;100;50.25
1593;554;100;54.45;-1;0;76.26;150;77.28
1594;554;150;81.71;-1;0;104.42;200;104.66
1595;555;0;4.68;-1;0;26.01;50;27.29
1596;555;50;30.2;-1;0;55.51;100;56.64
1597;555;100;59.31;-1;0;84.99;150;86.46
1598;555;150;89;-1;0;115.45;200;115.91
1599;556;0;5.48;-1;0;25.62;50;27.07
1600;556;50;30.91;-1;0;55.16;100;56.27
1601;556;100;59.95;-1;0;84.56;150;85.91
1602;556;150;89.48;-1;0;115.02;200;115.45
1603;557;0;4.72;-1;0;25.83;50;27.15
1604;557;50;30.41;-1;0;54.85;100;56.15
1605;557;100;59.87;-1;0;84.24;150;85.55
1606;557;150;89.67;-1;0;114.81;200;115.21
1607;558;0;4.79;-1;0;25.8;50;27.04
1608;558;50;29.81;-1;0;54.87;100;55.85
1609;558;100;58.58;-1;0;83.63;150;84.7
1610;558;150;87.3;-1;0;113.23;200;113.5
1611;559;0;4.63;-1;0;25.73;50;26.77
1612;559;50;30.14;-1;0;54.04;100;55.1
1613;559;100;58.47;-1;0;83.1;150;84.18
1614;559;150;87.31;-1;0;113.56;200;113.92
1615;560;0;5.3;-1;0;25.53;50;26.69
1616;560;50;29.57;-1;0;54.02;100;55.28
1617;560;100;58.26;-1;0;83.23;150;84.65
1618;560;150;87.19;-1;0;114.87;200;115.01
1619;561;0;4.85;-1;0;25.32;50;26.4
1620;561;50;29.89;-1;0;54.24;100;55.36
1621;561;100;58.68;-1;0;83.56;150;84.95
1622;561;150;88.21;-1;0;114.14;200;114.7
1623;562;0;-1;-1;0;-1;50;26.98
1624;562;50;-1;-1;0;-1;100;56.42
1625;562;100;-1;-1;0;-1;150;86.16
1626;562;150;-1;-1;0;-1;200;116.39
1627;563;0;-1;-1;0;-1;50;27.89
1628;563;50;-1;-1;0;-1;100;57.54
1629;563;100;-1;-1;0;-1;150;86.77
1630;563;150;-1;-1;0;-1;200;116.39
1631;564;0;-1;-1;0;-1;50;27.66
1632;564;50;-1;-1;0;-1;100;57.06
1633;564;100;-1;-1;0;-1;150;87.55
1634;564;150;-1;-1;0;-1;200;119.06
1635;565;0;6.03;-1;0;25.43;50;27.11
1636;565;50;33.64;-1;0;54.65;100;55.63
1637;565;100;61.99;-1;0;83.47;150;84.65
1638;565;150;90.81;-1;0;113.87;200;114.15
1639;566;0;5.94;-1;0;25.58;50;26.71
1640;566;50;33.58;-1;0;54;100;55.18
1641;566;100;61.84;-1;0;82.74;150;83.93
1642;566;150;90.42;-1;0;112.9;200;113.27
1643;567;0;6.19;-1;0;25.89;50;27.02
1644;567;50;32.91;-1;0;54.55;100;55.72
1645;567;100;61.48;-1;0;83.83;150;85.08
1646;567;150;92.13;-1;0;114.61;200;114.72
1647;568;0;7.15;-1;0;26.45;50;27.57
1648;568;50;33.3;-1;0;55.62;100;56.96
1649;568;100;62.04;-1;0;85.33;150;86.71
1650;568;150;91.5;-1;0;115.79;200;116.15
1651;569;0;6.32;-1;0;26.19;50;27.19
1652;569;50;33.77;-1;0;54.88;100;56.11
1653;569;100;61.59;-1;0;84.1;150;85.32
1654;569;150;91.7;-1;0;114.95;200;115.49
1655;570;0;6.14;-1;0;26.36;50;27.48
1656;570;50;33.54;-1;0;56.02;100;57.12
1657;570;100;62.53;-1;0;86.37;150;87.3
1658;570;150;92.91;-1;0;116.9;200;117.32
1659;571;0;6.87;-1;0;28.09;50;29.62
1660;571;50;35.31;-1;0;60.51;100;61.9
1661;571;100;66.89;-1;0;93.37;150;94.81
1662;571;150;99.78;-1;0;127.68;200;128.24
1663;572;0;6.75;-1;0;28.01;50;29.39
1664;572;50;34.43;-1;0;60.45;100;61.54
1665;572;100;66.04;-1;0;92.43;150;93.6
1666;572;150;97.42;-1;0;124.33;200;124.68
1667;573;0;7.67;-1;0;28.21;50;29.59
1668;573;50;36.73;-1;0;60.37;100;61.61
1669;573;100;68.47;-1;0;92.63;150;94.08
1670;573;150;101.86;-1;0;126.01;200;126.39
1671;574;0;6.79;-1;0;28.49;50;29.92
1672;574;50;34.93;-1;0;60.99;100;62.14
1673;574;100;66.78;-1;0;93.43;150;94.72
1674;574;150;98.56;-1;0;125.76;200;126.17
1675;575;0;6.73;-1;0;28.79;50;29.77
1676;575;50;35.2;-1;0;60.57;100;61.55
1677;575;100;66.76;-1;0;92.79;150;93.99
1678;575;150;99.1;-1;0;125.68;200;126.4
1679;576;0;5.9;-1;0;28.08;50;29.3
1680;576;50;33.94;-1;0;59.18;100;60.74
1681;576;100;65.54;-1;0;91.43;150;92.91
1682;576;150;97.66;-1;0;125.32;200;125.42
1683;577;0;7.51;-1;0;29.24;50;30.46
1684;577;50;34.16;-1;0;61.68;100;62.68
1685;577;100;66.56;-1;0;94.64;150;95.77
1686;577;150;99.28;-1;0;128.34;200;128.48
1687;578;0;6.98;-1;0;28.9;50;29.95
1688;578;50;34.51;-1;0;61.08;100;62.13
1689;578;100;66.11;-1;0;93.94;150;95.44
1690;578;150;99.48;-1;0;127.92;200;128.26
1691;579;0;8.15;-1;0;28.08;50;29.66
1692;579;50;36.98;-1;0;61.31;100;62.38
1693;579;100;69.11;-1;0;93.18;150;94.26
1694;579;150;100.7;-1;0;126.17;200;127.24
1695;580;0;7.01;-1;0;28.17;50;28.96
1696;580;50;35.55;-1;0;60.43;100;60.77
1697;580;100;67.37;-1;0;91.95;150;93.35
1698;580;150;99.81;-1;0;126.3;200;127.13
1699;581;0;6.69;-1;0;27.15;50;28.14
1700;581;50;35.71;-1;0;59.06;100;60.09
1701;581;100;67.39;-1;0;92.05;150;92.98
1702;581;150;100.14;-1;0;126.21;200;127.01
1703;582;0;6.4;-1;0;28.27;50;29.35
1704;582;50;35.17;-1;0;60.7;100;61.72
1705;582;100;67.37;-1;0;93.26;150;94.17
1706;582;150;99.52;-1;0;125.41;200;126.38
1707;583;0;5.53;-1;0;27.94;50;28.62
1708;583;50;34.32;-1;0;60.61;100;61.34
1709;583;100;66.93;-1;0;93.5;150;94.49
1710;583;150;99.71;-1;0;127.73;200;128.19
1711;584;0;-1;-1;0;-1;50;28.98
1712;584;50;-1;-1;0;-1;100;61.84
1713;584;100;-1;-1;0;-1;150;94.5
1714;584;150;-1;-1;0;-1;200;127.93
1715;585;0;6.87;-1;0;28.31;50;29.34
1716;585;50;36.44;-1;0;61.2;100;62.11
1717;585;100;68.61;-1;0;94.47;150;95.48
1718;585;150;101.74;-1;0;127.67;200;128.42
1719;586;0;6.48;-1;0;28.46;50;29.5
1720;586;50;36.04;-1;0;60.86;100;61.9
1721;586;100;68.21;-1;0;94.44;150;95.24
1722;586;150;101.46;-1;0;128.5;200;128.88
1723;587;0;6.45;-1;0;31.04;50;32.6
1724;587;50;38.49;-1;0;67.74;100;68.35
1725;587;100;74.35;-1;0;104.84;150;105.32
1726;587;150;111.01;-1;0;142.41;200;142.65
1727;588;0;6.21;-1;0;30.61;50;31.27
1728;588;50;36.81;-1;0;65.44;100;66.47
1729;588;100;71.94;-1;0;101.8;150;102.57
1730;588;150;108.2;-1;0;139.44;200;139.92
1735;590;0;6.7;-1;0;32.07;50;32.73
1736;590;50;39.52;-1;0;67.18;100;68.61
1737;590;100;75.31;-1;0;103.6;150;104.73
1738;590;150;111.11;-1;0;140.43;200;140.84
1739;591;0;5.85;-1;0;31.1;50;31.64
1740;591;50;37.16;-1;0;65.64;100;67.06
1741;591;100;72.36;-1;0;101.89;150;102.48
1742;591;150;107.76;-1;0;138.17;200;138.95
1743;592;0;6.48;-1;0;31.55;50;32.37
1744;592;50;38.64;-1;0;67.01;100;68.33
1745;592;100;74.61;-1;0;103.9;150;104.73
1746;592;150;110.81;-1;0;140.14;200;140.88
1747;593;0;6.15;-1;0;31.26;50;32.84
1748;593;50;38.83;-1;0;68.05;100;69.15
1749;593;100;74.91;-1;0;105.17;150;105.59
1750;593;150;111.18;-1;0;141.44;200;142.06
1751;594;0;7.34;-1;0;31.65;50;32.7
1752;594;50;39.61;-1;0;68.16;100;69.05
1753;594;100;75.62;-1;0;104.55;150;105.98
1754;594;150;112.54;-1;0;142.83;200;143.72
1755;595;0;5.91;-1;0;31.28;50;32.49
1756;595;50;38.68;-1;0;67.99;100;68.95
1757;595;100;75.12;-1;0;105.12;150;106.2
1758;595;150;112.24;-1;0;144.16;200;144.57
1759;596;0;5.37;-1;0;25.45;50;27.25
1760;596;50;30.34;-1;0;55.33;100;56.46
1761;596;100;59.51;-1;0;84.61;150;85.93
1762;596;150;88.96;-1;0;113.96;200;115.29
1763;596;200;118.23;-1;0;143.33;250;144.81
1764;596;250;147.78;-1;0;172.91;300;174.54
1765;596;300;177.15;-1;0;203.19;350;204.63
1766;596;350;207.35;-1;0;233.52;400;235.02
1767;596;400;237.6;-1;0;264.03;450;265.74
1768;596;450;268.48;-1;0;294.75;500;296.3
1769;596;500;298.99;-1;0;325.61;550;327.18
1770;596;550;329.84;-1;0;356.49;600;357.95
1771;596;600;360.7;-1;0;387.7;650;389.09
1772;596;650;391.57;-1;0;418.54;700;419.91
1773;596;700;422.41;-1;0;449.51;750;450.98
1774;596;750;453.65;-1;0;479.75;800;480.16
1775;597;0;6.09;-1;0;25.99;50;26.36
1776;597;50;33.09;-1;0;56.15;100;56.22
1777;598;0;6.13;-1;0;24.93;50;25.84
1778;598;50;32.59;-1;0;55.47;100;55.73
1779;599;0;5.82;-1;0;25.48;50;26.16
1780;599;50;31.69;-1;0;55.61;100;55.72
1781;600;0;5.98;-1;0;25.66;50;25.71
1782;600;50;31.97;-1;0;55.56;100;55.64
1783;601;0;5.74;-1;0;26.47;50;26.91
1784;601;50;32.46;-1;0;56.29;100;56.91
1785;602;0;-1;-1;0;-1;50;26.5
1786;602;50;-1;-1;0;-1;100;55.59
1787;603;0;6.44;-1;0;26.39;50;26.45
1788;603;50;33.03;-1;0;57.01;100;57.05
1789;604;0;-1;-1;0;-1;50;26.09
1790;604;50;-1;-1;0;-1;100;56.33
1791;604;100;-1;-1;0;-1;150;90.39
1792;604;150;-1;-1;0;-1;200;123.35
1793;604;200;-1;-1;0;-1;250;158.13
1794;604;250;-1;-1;0;-1;300;193.79
1795;604;300;-1;-1;0;-1;350;223.31
1796;604;350;-1;-1;0;-1;400;251.32
1797;605;0;-1;-1;0;-1;50;26.27
1798;605;50;-1;-1;0;-1;100;56.23
1799;605;100;-1;-1;0;-1;150;88.59
1800;605;150;-1;-1;0;-1;200;120.33
1801;605;200;-1;-1;0;-1;250;154.35
1802;605;250;-1;-1;0;-1;300;189.47
1803;605;300;-1;-1;0;-1;350;219.77
1804;605;350;-1;-1;0;-1;400;249.42
1805;606;0;4.01;-1;0;4.01;50;26.44
1806;606;50;-1;-1;0;-1;100;57.12
1807;606;100;-1;-1;0;-1;150;89.23
1808;606;150;-1;-1;0;-1;200;120.58
1809;606;200;-1;-1;0;-1;250;157.27
1810;606;250;-1;-1;0;-1;300;194.06
1811;606;300;-1;-1;0;-1;350;222.96
1812;606;350;-1;-1;0;-1;400;250.38
1813;607;0;-1;-1;0;-1;50;26.4
1814;607;50;-1;-1;0;-1;100;56.86
1815;607;100;-1;-1;0;-1;150;88.73
1816;607;150;-1;-1;0;-1;200;119.99
1817;607;200;-1;-1;0;-1;250;156.11
1818;607;250;-1;-1;0;-1;300;191.94
1819;607;300;-1;-1;0;-1;350;221.59
1820;607;350;-1;-1;0;-1;400;251.22
1821;608;0;-1;-1;0;-1;50;27.09
1822;608;50;-1;-1;0;-1;100;57.6
1823;608;100;-1;-1;0;-1;150;89.66
1824;608;150;-1;-1;0;-1;200;121.42
1825;608;200;-1;-1;0;-1;250;156.69
1826;608;250;-1;-1;0;-1;300;192.14
1827;608;300;-1;-1;0;-1;350;222.16
1828;608;350;-1;-1;0;-1;400;250.59
1829;609;0;-1;-1;0;-1;50;26.38
1830;609;50;-1;-1;0;-1;100;56.65
1831;609;100;-1;-1;0;-1;150;89.41
1832;609;150;-1;-1;0;-1;200;121.01
1833;609;200;-1;-1;0;-1;250;157.05
1834;609;250;-1;-1;0;-1;300;193.56
1835;609;300;-1;-1;0;-1;350;222.32
1836;609;350;-1;-1;0;-1;400;250.28
1837;610;0;-1;-1;0;-1;50;27.02
1838;610;50;-1;-1;0;-1;100;57.44
1839;610;100;-1;-1;0;-1;150;89.94
1840;610;150;-1;-1;0;-1;200;121.49
1841;610;200;-1;-1;0;-1;250;157.32
1842;610;250;-1;-1;0;-1;300;193.26
1843;610;300;-1;-1;0;-1;350;222.45
1844;610;350;-1;-1;0;-1;400;250.59
