id;idAnalyse;distanceDebut;tpsDebut;tpsDebutCycles;nbCycles;tpsFinCycles;distanceFin;tpsFin
1;1;5;-1;5,66;0;5,91;15;5,91
2;1;15;5,91;5,91;6;11,08;25;11,08
3;1;25;11,08;11,08;11;22,01;45;22,01
4;2;5;-1;5,44;1;6,01;15;6,01
5;2;15;6,01;6,01;6;11,38;25;11,38
6;2;25;11,38;11,38;11;22,43;45;22,43
7;3;5;-1;5,11;1;5,9;15;5,9
8;3;15;5,9;5,9;5;11,2;25;11,2
9;3;25;11,2;11,2;10;22,03;45;22,03
10;4;5;-1;5,08;1;6;15;6
11;4;15;6;6;5;11,23;25;11,23
12;4;25;11,23;11,23;10;21,8;45;21,8
13;5;5;-1;4,96;1;5,64;15;5,64
14;5;15;5,64;5,64;5;10,66;25;10,66
15;5;25;10,66;10,66;11;21,14;45;21,14
16;6;5;-1;4,97;1;5,84;15;5,84
17;6;15;5,84;5,84;5;10,9;25;10,9
18;6;25;10,9;10,9;10;21,53;45;21,53
19;7;5;-1;5,64;1;6,14;15;6,14
20;7;15;6,14;6,14;6;11,4;25;11,4
21;7;25;11,4;11,4;11;21,82;45;21,82
22;8;5;-1;6,09;1;6,71;15;6,71
23;8;15;6,71;6,71;4;12,23;25;12,23
24;8;25;12,23;12,23;9;23,91;45;23,91
25;8;55;28,71;33,31;1;34,66;65;34,66
26;8;65;34,66;34,66;4;40,65;75;40,65
27;8;75;40,65;40,65;8;53,05;95;53,05
28;9;5;-1;6,22;0;6,48;15;6,48
29;9;15;6,48;6,48;4;11,92;25;11,92
30;9;25;11,92;11,92;9;23,16;45;23,16
31;9;55;27,73;32,12;1;33,83;65;33,83
32;9;65;33,83;33,83;4;39,72;75;39,72
33;9;75;39,72;39,72;9;51,75;95;51,75
34;10;5;-1;6,06;0;6,59;15;6,59
35;10;15;6,59;6,59;4;12,16;25;12,16
36;10;25;12,16;12,16;8;24,5;45;24,5
37;10;55;29,07;33,63;1;34,88;65;34,88
38;10;65;34,88;34,88;5;40,38;75;40,38
39;10;75;40,38;40,38;9;51,78;95;51,78
40;11;5;-1;6,96;1;7,65;15;7,65
41;11;15;7,65;7,65;5;13,6;25;13,6
42;11;25;13,6;13,6;11;26,51;45;26,51
43;11;55;32,25;34,35;4;39,86;65;39,86
44;11;65;39,86;39,86;5;47,34;75;47,34
45;11;75;47,34;47,34;9;62,63;95;62,63
46;11;105;68,84;71,98;4;77,88;115;77,88
47;11;115;77,88;77,88;5;86,25;125;86,25
48;11;125;86,25;86,25;9;102,76;145;102,76
49;11;155;110,12;110,22;4;116,44;165;116,44
50;11;165;116,44;116,44;5;123,02;175;123,02
51;11;175;123,02;123,02;9;136,36;195;136,36
64;13;5;-1;4,86;3;7,96;15;7,96
65;13;15;7,96;7,96;6;14,38;25;14,38
66;13;25;14,38;14,38;11;27,92;45;27,92
67;13;55;34,5;35,59;4;41,84;65;41,84
68;13;65;41,84;41,84;6;49,26;75;49,26
69;13;75;49,26;49,26;10;64,61;95;64,61
70;13;105;71,04;72,96;5;80,06;115;80,06
71;13;115;80,06;80,06;6;88,54;125;88,54
72;13;125;88,54;88,54;13;105,53;145;105,53
73;13;155;113,19;113,19;5;119,81;165;119,81
74;13;165;119,81;119,81;5;126,58;175;126,58
75;13;175;126,58;126,58;11;140,54;195;140,54
76;14;5;-1;6,01;2;8,08;15;8,08
77;14;15;8,08;8,08;5;14,36;25;14,36
78;14;25;14,36;14,36;9;27,34;45;27,34
79;14;55;33,33;36,54;2;39,79;65;39,79
80;14;65;39,79;39,79;5;46,28;75;46,28
81;14;75;46,28;46,28;10;59,78;95;59,78
82;15;5;-1;7,1;0;7,51;15;7,51
83;15;15;7,51;7,51;4;14,22;25;14,22
84;15;25;14,22;14,22;8;28,54;45;28,54
85;15;55;33,56;38,56;1;40,11;65;40,11
86;15;65;40,11;40,11;5;46,46;75;46,46
87;15;75;46,46;46,46;10;59,42;95;59,42
88;16;5;-1;4,78;3;8,44;15;8,44
89;16;15;8,44;8,44;5;14,58;25;14,58
90;16;25;14,58;14,58;9;27,65;45;27,65
91;16;55;33,23;35,03;4;40,07;65;40,07
92;16;65;40,07;40,07;5;46,69;75;46,69
93;16;75;46,69;46,69;10;60,29;95;60,29
94;17;5;-1;5,87;1;6,43;15;6,43
95;17;15;6,43;6,43;5;11,81;25;11,81
96;17;25;11,81;11,81;10;22,92;45;22,92
97;18;5;-1;4,78;2;6,7;15;6,7
98;18;15;6,7;6,7;5;12,08;25;12,08
99;18;25;12,08;12,08;10;23,36;45;23,36
100;19;5;-1;5,93;1;6,71;15;6,71
101;19;15;6,71;6,71;5;12,08;25;12,08
102;19;25;12,08;12,08;10;23,51;45;23,51
103;20;5;-1;6,01;1;6,68;15;6,68
104;20;15;6,68;6,68;5;12;25;12
105;20;25;12;12;10;23,17;45;23,17
106;21;5;-1;6,15;1;7,38;15;7,38
107;21;15;7,38;7,38;6;13,65;25;13,65
108;21;25;13,65;13,65;12;26,53;45;26,53
109;22;5;-1;6,32;0;6,73;15;6,73
110;22;15;6,73;6,73;6;12,92;25;12,92
111;22;25;12,92;12,92;12;25,08;45;25,08
112;23;5;-1;5,9;1;6,99;15;6,99
113;23;15;6,99;6,99;6;13,05;25;13,05
114;23;25;13,05;13,05;12;25,45;45;25,45
115;24;5;-1;5,79;0;6,8;15;6,8
116;24;15;6,8;6,8;6;13,02;25;13,02
117;24;25;13,02;13,02;12;26,05;45;26,05
118;25;5;-1;6,19;1;7,4;15;7,4
119;25;15;7,4;7,4;6;13,94;25;13,94
120;25;25;13,94;13,94;12;26,75;45;26,75
121;26;5;-1;6,54;2;8,36;15;8,36
122;26;15;8,36;8,36;6;15,38;25;15,38
123;26;25;15,38;15,38;13;29,69;45;29,69
124;27;5;-1;5,76;3;8,48;15;8,48
125;27;15;8,48;8,48;7;15,55;25;15,55
126;27;25;15,55;15,55;14;29,73;45;29,73
127;28;5;-1;6,62;1;8,16;15;8,16
128;28;15;8,16;8,16;7;15,22;25;15,22
129;28;25;15,22;15,22;14;29,53;45;29,53
130;29;5;-1;5,98;2;8,29;15;8,29
131;29;15;8,29;8,29;5;15,05;25;15,05
132;29;25;15,05;15,05;11;29,06;45;29,06
133;30;5;-1;5,06;2;7,11;15;7,11
134;30;15;7,11;7,11;5;12,96;25;12,96
135;30;25;12,96;12,96;11;25,21;45;25,21
136;30;55;30,88;33,1;4;37,65;65;37,65
137;30;65;37,65;37,65;6;44,12;75;44,12
138;30;75;44,12;44,12;12;57,42;95;57,42
139;31;5;-1;5,05;2;7,34;15;7,34
140;31;15;7,34;7,34;5;13,82;25;13,82
141;31;25;13,82;13,82;10;26,95;45;26,95
142;31;55;32,73;33,83;5;39,26;65;39,26
143;31;65;39,26;39,26;5;45,66;75;45,66
144;31;75;45,66;45,66;11;58,84;95;58,84
145;32;5;-1;6,01;1;6,82;15;6,82
146;32;15;6,82;6,82;6;12,79;25;12,79
147;32;25;12,79;12,79;11;25,13;45;25,13
148;32;55;30,74;34,41;3;37,46;65;37,46
149;32;65;37,46;37,46;6;44,19;75;44,19
150;32;75;44,19;44,19;12;57,28;95;57,28
151;33;5;-1;4,86;3;7,45;15;7,45
152;33;15;7,45;7,45;6;13,44;25;13,44
153;33;25;13,44;13,44;11;25,63;45;25,63
154;33;55;31,96;33,57;5;38,55;65;38,55
155;33;65;38,55;38,55;6;44,97;75;44,97
156;33;75;44,97;44,97;13;58,19;95;58,19
157;34;5;-1;6,24;2;8,4;15;8,4
158;34;15;8,4;8,4;6;15,28;25;15,28
159;34;25;15,28;15,28;13;29,51;45;29,51
160;35;5;-1;5,37;2;7,89;15;7,89
161;35;15;7,89;7,89;6;14,74;25;14,74
162;35;25;14,74;14,74;12;28,83;45;28,83
163;36;5;-1;5,43;3;8,65;15;8,65
164;36;15;8,65;8,65;7;15,51;25;15,51
165;36;25;15,51;15,51;14;29,88;45;29,88
166;37;5;-1;6,76;1;8,18;15;8,18
167;37;15;8,18;8,18;6;15,15;25;15,15
168;37;25;15,15;15,15;12;29,72;45;29,72
169;38;5;-1;6,5;1;7,14;15;7,14
170;38;15;7,14;7,14;6;13,57;25;13,57
171;38;25;13,57;13,57;12;26,7;45;26,7
172;39;5;-1;6,18;0;6,6;15;6,6
173;39;15;6,6;6,6;6;12,79;25;12,79
174;39;25;12,79;12,79;12;25,35;45;25,35
175;40;5;-1;5,84;1;6,86;15;6,86
176;40;15;6,86;6,86;6;13,01;25;13,01
177;40;25;13,01;13,01;12;25,34;45;25,34
178;41;5;-1;5,62;1;6,74;15;6,74
179;41;15;6,74;6,74;6;12,86;25;12,86
180;41;25;12,86;12,86;13;25,8;45;25,8
181;42;5;-1;5,84;1;7,24;15;7,24
182;42;15;7,24;7,24;6;13,56;25;13,56
183;42;25;13,56;13,56;11;26,25;45;26,25
184;43;5;-1;4,97;2;6,69;15;6,69
185;43;15;6,69;6,69;5;12,09;25;12,09
186;43;25;12,09;12,09;10;23,36;45;23,36
187;44;5;-1;5,29;1;6,45;15;6,45
188;44;15;6,45;6,45;5;11,83;25;11,83
189;44;25;11,83;11,83;11;23,05;45;23,05
190;45;5;-1;5,89;1;6,5;15;6,5
191;45;15;6,5;6,5;5;11,84;25;11,84
192;45;25;11,84;11,84;10;22,98;45;22,98
193;46;5;-1;6,07;1;6,72;15;6,72
194;46;15;6,72;6,72;5;12,14;25;12,14
195;46;25;12,14;12,14;10;23,44;45;23,44
196;47;5;-1;4,58;2;6,73;15;6,73
197;47;15;6,73;6,73;5;12,17;25;12,17
198;47;25;12,17;12,17;10;23,64;45;23,64
199;48;5;-1;5,15;1;5,99;15;5,99
200;48;15;5,99;5,99;5;11,22;25;11,22
201;48;25;11,22;11,22;10;22,28;45;22,28
202;49;5;-1;5,6;1;6,12;15;6,12
203;49;15;6,12;6,12;6;11,35;25;11,35
204;49;25;11,35;11,35;12;22,05;45;22,05
205;50;5;-1;5,15;1;6,04;15;6,04
206;50;15;6,04;6,04;5;11,36;25;11,36
207;50;25;11,36;11,36;11;21,97;45;21,97
208;51;5;-1;4,51;1;5,7;15;5,7
209;51;15;5,7;5,7;5;10,82;25;10,82
210;51;25;10,82;10,82;10;21,17;45;21,17
211;52;5;-1;5,62;0;5,89;15;5,89
212;52;15;5,89;5,89;5;10,92;25;10,92
213;52;25;10,92;10,92;11;21,56;45;21,56
214;53;5;-1;5,5;0;5,87;15;5,87
215;53;15;5,87;5,87;5;11,18;25;11,18
216;53;25;11,18;11,18;10;22,05;45;22,05
217;54;5;-1;5,38;1;5,88;15;5,88
218;54;15;5,88;5,88;6;11,28;25;11,28
219;54;25;11,28;11,28;11;22,37;45;22,37
220;55;5;-1;4,78;3;7,3;15;7,3
221;55;15;7,3;7,3;6;13,33;25;13,33
222;55;25;13,33;13,33;12;25,62;45;25,62
223;55;55;31,3;33,58;5;38,26;65;38,26
224;55;65;38,26;38,26;6;44,59;75;44,59
225;55;75;44,59;44,59;13;58,33;95;58,33
226;56;5;-1;5,24;2;7,28;15;7,28
227;56;15;7,28;7,28;5;13,26;25;13,26
228;56;25;13,26;13,26;11;25,69;45;25,69
229;56;55;31,16;32,83;5;37,7;65;37,7
230;56;65;37,7;37,7;6;43,91;75;43,91
231;56;75;43,91;43,91;13;57,03;95;57,03
232;57;5;-1;5,92;1;6,88;15;6,88
233;57;15;6,88;6,88;6;12,84;25;12,84
234;57;25;12,84;12,84;12;25,1;45;25,1
235;57;55;30,88;34,05;3;37,55;65;37,55
236;57;65;37,55;37,55;6;43,85;75;43,85
237;57;75;43,85;43,85;13;57,11;95;57,11
238;58;5;-1;5,11;2;7,22;15;7,22
239;58;15;7,22;7,22;5;13,21;25;13,21
240;58;25;13,21;13,21;10;25,46;45;25,46
241;58;55;31,61;32,67;5;38,2;65;38,2
242;58;65;38,2;38,2;5;44,56;75;44,56
243;58;75;44,56;44,56;11;57,76;95;57,76
244;59;5;-1;5,9;1;6,68;15;6,68
245;59;15;6,68;6,68;5;12,57;25;12,57
246;59;25;12,57;12,57;10;24,63;45;24,63
247;59;55;30,33;32,95;9;43,8;75;43,8
248;59;75;43,8;43,8;11;57,49;95;57,49
249;59;105;63,05;65,98;7;78,1;125;78,1
250;59;125;78,1;78,1;9;92,92;145;92,92
251;59;155;98,41;101,52;7;113,21;175;113,21
252;59;175;113,21;113,21;9;128,21;195;128,21
253;59;205;134,31;137,43;8;151;225;151
254;59;225;151;151;10;168,1;245;168,1
255;59;255;174,41;177,92;9;191,72;275;191,72
256;59;275;191,72;191,72;11;209,12;295;209,12
257;59;305;216,55;218,23;8;229,94;325;229,94
258;59;325;229,94;229,94;8;243,61;345;243,61
259;59;355;249,14;250,97;9;262,9;375;262,9
260;59;375;262,9;262,9;10;276,48;395;276,48
261;60;5;-1;5,6;1;6,68;15;6,68
262;60;15;6,68;6,68;5;12,52;25;12,52
263;60;25;12,52;12,52;9;24,5;45;24,5
264;60;55;30,32;33,91;8;43,97;75;43,97
265;60;75;43,97;43,97;10;57,27;95;57,27
266;60;105;63,47;66,13;7;78,13;125;78,13
267;60;125;78,13;78,13;9;92,74;145;92,74
268;60;155;98,34;100,69;8;113,17;175;113,17
269;60;175;113,17;113,17;8;127,87;195;127,87
270;60;205;134,16;138,14;7;150,11;225;150,11
271;60;225;150,11;150,11;8;165,53;245;165,53
272;60;255;172,15;176,72;7;187,84;275;187,84
273;60;275;187,84;187,84;9;203,23;295;203,23
274;60;305;210,4;211,54;8;222,72;325;222,72
275;60;325;222,72;222,72;9;235,17;345;235,17
276;60;355;240,58;241,96;8;252,7;375;252,7
277;60;375;252,7;252,7;9;264,94;395;264,94
278;61;5;-1;4,87;2;7,15;15;7,15
279;61;15;7,15;7,15;5;13,13;25;13,13
280;61;25;13,13;13,13;10;25,82;45;25,82
281;61;55;31,55;33,33;9;45,03;75;45,03
282;61;75;45,03;45,03;10;58,39;95;58,39
283;61;105;64,8;66,1;9;79,21;125;79,21
284;61;125;79,21;79,21;9;93,65;145;93,65
285;61;155;99,33;100,89;8;113,77;175;113,77
286;61;175;113,77;113,77;9;128,46;195;128,46
287;61;205;134,39;136,61;8;150,65;225;150,65
288;61;225;150,65;150,65;9;166,65;245;166,65
289;61;255;172,8;175,55;8;188,73;275;188,73
290;61;275;188,73;188,73;10;204,73;295;204,73
291;61;305;211,89;212,13;9;224,55;325;224,55
292;61;325;224,55;224,55;9;237,46;345;237,46
293;61;355;242,93;243,16;9;254,85;375;254,85
294;61;375;254,85;254,85;10;267,16;395;267,16
295;62;5;-1;6,25;1;6,92;15;6,92
296;62;15;6,92;6,92;5;12,88;25;12,88
297;62;25;12,88;12,88;10;25,77;45;25,77
298;62;55;31,66;34,71;8;45,26;75;45,26
299;62;75;45,26;45,26;10;59,33;95;59,33
300;62;105;65,55;67,07;8;79,96;125;79,96
301;62;125;79,96;79,96;8;94,87;145;94,87
302;62;155;100,75;101,98;8;115,3;175;115,3
303;62;175;115,3;115,3;9;130,59;195;130,59
304;62;205;137,24;140,02;7;153,63;225;153,63
305;62;225;153,63;153,63;9;169,65;245;169,65
306;62;255;176,51;179,93;8;192,64;275;192,64
307;62;275;192,64;192,64;9;208,32;295;208,32
308;62;305;215,98;216,48;8;228,05;325;228,05
309;62;325;228,05;228,05;8;240,77;345;240,77
310;62;355;246,54;247,14;8;258,92;375;258,92
311;62;375;258,92;258,92;8;271,52;395;271,52
312;63;5;-1;6,3;1;7,38;15;7,38
313;63;15;7,38;7,38;5;13,38;25;13,38
314;63;25;13,38;13,38;10;26,27;45;26,27
315;63;55;31,98;34,54;3;39,24;65;39,24
316;63;65;39,24;39,24;5;46,33;75;46,33
317;63;75;46,33;46,33;9;60,58;95;60,58
318;63;105;66,73;69,41;3;75,18;115;75,18
319;63;115;75,18;75,18;5;83,42;125;83,42
320;63;125;83,42;83,42;11;99,58;145;99,58
321;63;155;106,83;106,96;4;113,15;165;113,15
322;63;165;113,15;113,15;5;119,72;175;119,72
323;63;175;119,72;119,72;9;133,04;195;133,04
324;64;5;-1;4,87;3;7,96;15;7,96
325;64;15;7,96;7,96;6;14,42;25;14,42
326;64;25;14,42;14,42;11;27,7;45;27,7
327;64;55;34,5;35,59;4;41,88;65;41,88
328;64;65;41,88;41,88;5;49,44;75;49,44
329;64;75;49,44;49,44;10;64,92;95;64,92
330;64;105;71,38;73,27;5;80,53;115;80,53
331;64;115;80,53;80,53;6;88,94;125;88,94
332;64;125;88,94;88,94;13;106,32;145;106,32
333;64;155;113,78;113,78;5;120,42;165;120,42
334;64;165;120,42;120,42;5;127,26;175;127,26
335;64;175;127,26;127,26;10;141,3;195;141,3
336;65;5;-1;5,74;2;7,52;15;7,52
337;65;15;7,52;7,52;6;14,18;25;14,18
338;65;25;14,18;14,18;11;27,59;45;27,59
339;65;55;34,04;36,71;3;41,68;65;41,68
340;65;65;41,68;41,68;5;49,16;75;49,16
341;65;75;49,16;49,16;9;64,53;95;64,53
342;65;105;70,9;74,77;3;80,25;115;80,25
343;65;115;80,25;80,25;5;89,02;125;89,02
344;65;125;89,02;89,02;10;106,91;145;106,91
345;65;155;114,18;114,34;5;120,9;165;120,9
346;65;165;120,9;120,9;4;127,44;175;127,44
347;65;175;127,44;127,44;9;141,09;195;141,09
360;67;5;-1;6,39;1;7,66;15;7,66
361;67;15;7,66;7,66;5;13,93;25;13,93
362;67;25;13,93;13,93;10;27,32;45;27,32
363;67;55;33,68;35,55;9;47,73;75;47,73
364;67;75;47,73;47,73;10;62,1;95;62,1
365;67;105;68,78;70,04;8;84,35;125;84,35
366;67;125;84,35;84,35;9;100,03;145;100,03
367;67;155;106,25;107,86;8;122,49;175;122,49
368;67;175;122,49;122,49;9;139,03;195;139,03
369;67;205;145,47;147,94;8;162,78;225;162,78
370;67;225;162,78;162,78;9;179,67;245;179,67
371;67;255;186,46;189,46;8;203,87;275;203,87
372;67;275;203,87;203,87;9;220,71;295;220,71
373;67;305;228,43;228,43;8;242,41;325;242,41
374;67;325;242,41;242,41;8;257;345;257
375;67;355;263,19;263,27;8;277,55;375;277,55
376;67;375;277,55;277,55;8;292,08;395;292,08
377;68;5;-1;-1;-1;-1;15;6,64
378;68;15;6,64;7;5;12,21;25;12,21
379;68;25;12,21;12,21;10;23,56;45;23,56
380;69;5;-1;6,46;0;6,58;15;6,58
381;69;15;6,58;6,58;5;12,02;25;12,02
382;69;25;12,02;12,02;10;23,27;45;23,27
383;70;5;-1;-1;-1;-1;15;6,58
384;70;15;6,58;6,76;5;11,88;25;11,88
385;70;25;11,88;11,88;9;22,92;45;22,92
386;71;5;-1;4,47;1;5,71;15;5,71
387;71;15;5,71;5,71;4;10,73;25;10,73
388;71;25;10,73;10,73;8;20,91;45;20,91
389;71;55;25,37;27,41;3;30,81;65;30,81
390;71;65;30,81;30,81;4;36,16;75;36,16
391;71;75;36,16;36,16;8;47,53;95;47,53
392;72;5;-1;4,7;1;6,16;15;6,16
393;72;15;6,16;6,16;4;11,11;25;11,11
394;72;25;11,11;11,11;9;21,35;45;21,35
395;72;55;26,1;26,74;4;31,44;65;31,44
396;72;65;31,44;31,44;4;36,56;75;36,56
397;72;75;36,56;36,56;9;47,35;95;47,35
398;73;5;-1;5,37;0;5,79;15;5,79
399;73;15;5,79;5,79;4;10,75;25;10,75
400;73;25;10,75;10,75;8;21,21;45;21,21
401;73;55;25,53;28,2;2;31,08;65;31,08
402;73;65;31,08;31,08;4;36,6;75;36,6
403;73;75;36,6;36,6;8;47,79;95;47,79
404;74;5;-1;4,88;1;5,81;15;5,81
405;74;15;5,81;5,81;4;10,77;25;10,77
406;74;25;10,77;10,77;9;21,19;45;21,19
407;74;55;25,17;27,84;2;30,59;65;30,59
408;74;65;30,59;30,59;4;35,85;75;35,85
409;74;75;35,85;35,85;9;46,44;95;46,44
410;75;5;-1;4,76;1;5,97;15;5,97
411;75;15;5,97;5,97;4;11,01;25;11,01
412;75;25;11,01;11,01;8;21,65;45;21,65
413;75;55;26,19;27,68;3;31,65;65;31,65
414;75;65;31,65;31,65;4;36,97;75;36,97
415;75;75;36,97;36,97;8;48,04;95;48,04
416;76;5;-1;4,79;3;7,08;15;7,08
417;76;15;7,08;7,08;6;12,84;25;12,84
418;76;25;12,84;12,84;12;24,84;45;24,84
419;77;5;-1;6,36;0;6,39;15;6,39
420;77;15;6,39;6,39;6;12,1;25;12,1
421;77;25;12,1;12,1;12;24,05;45;24,05
422;78;5;-1;6,49;0;6,55;15;6,55
423;78;15;6,55;6,55;6;12,41;25;12,41
424;78;25;12,41;12,41;12;24,31;45;24,31
425;79;5;-1;4,42;3;6,94;15;6,94
426;79;15;6,94;6,94;6;12,59;25;12,59
427;79;25;12,59;12,59;12;24,48;45;24,48
428;80;5;-1;6,36;0;6,63;15;6,63
429;80;15;6,63;6,63;6;12,24;25;12,24
430;80;25;12,24;12,24;12;23,92;45;23,92
431;81;5;-1;6,28;1;7,19;15;7,19
432;81;15;7,19;7,19;6;13,07;25;13,07
433;81;25;13,07;13,07;12;25,19;45;25,19
434;82;5;-1;6,25;0;6,41;15;6,41
435;82;15;6,41;6,41;5;11,65;25;11,65
436;82;25;11,65;11,65;10;22,54;45;22,54
437;83;5;-1;6,46;0;6,46;15;6,46
438;83;15;6,46;6,46;5;11,86;25;11,86
439;83;25;11,86;11,86;10;23;45;23
440;84;5;-1;-1;-1;-1;15;6,61
441;84;15;6,61;7,31;4;12,07;25;12,07
442;84;25;12,07;12,07;10;23,59;45;23,59
443;85;5;-1;5,41;1;6,19;15;6,19
444;85;15;6,19;6,19;5;11,86;25;11,86
445;85;25;11,86;11,86;10;23,77;45;23,77
446;85;55;28,7;33,93;1;34,79;65;34,79
447;85;65;34,79;34,79;5;41,03;75;41,03
448;85;75;41,03;41,03;10;53,87;95;53,87
449;85;105;59,53;63,53;2;67,13;115;67,13
450;85;115;67,13;67,13;5;75;125;75
451;85;125;75;75;10;90,01;145;90,01
452;85;155;96,4;96,98;4;102,21;165;102,21
453;85;165;102,21;102,21;5;108,07;175;108,07
454;85;175;108,07;108,07;9;120,18;195;120,18
455;86;5;-1;5,67;0;5,99;15;5,99
456;86;15;5,99;5,99;5;11,52;25;11,52
457;86;25;11,52;11,52;10;22,97;45;22,97
458;86;55;28,38;31,95;2;34,85;65;34,85
459;86;65;34,85;34,85;4;41,1;75;41,1
460;86;75;41,1;41,1;9;54,22;95;54,22
461;86;105;59,51;64,02;2;67,48;115;67,48
462;86;115;67,48;67,48;4;74,85;125;74,85
463;86;125;74,85;74,85;9;90,72;145;90,72
464;86;155;96,96;97,64;4;102,88;165;102,88
465;86;165;102,88;102,88;4;108,78;175;108,78
466;86;175;108,78;108,78;9;120,42;195;120,42
467;87;5;-1;5,68;1;6,28;15;6,28
468;87;15;6,28;6,28;5;11,64;25;11,64
469;87;25;11,64;11,64;11;23,01;45;23,01
470;87;55;27,95;31,08;2;34,78;65;34,78
471;87;65;34,78;34,78;4;41,3;75;41,3
472;87;75;41,3;41,3;9;54,64;95;54,64
473;87;105;59,92;63,1;3;67,66;115;67,66
474;87;115;67,66;67,66;5;74,52;125;74,52
475;87;125;74,52;74,52;10;89,01;145;89,01
476;87;155;95,04;95,54;4;101;165;101
477;87;165;101;101;4;106,88;175;106,88
478;87;175;106,88;106,88;9;118,69;195;118,69
479;88;5;-1;5,88;1;6,6;15;6,6
480;88;15;6,6;6,6;5;12,34;25;12,34
481;88;25;12,34;12,34;10;24,29;45;24,29
482;88;55;29,73;32,97;2;36,6;65;36,6
483;88;65;36,6;36,6;4;43,2;75;43,2
484;88;75;43,2;43,2;9;56,93;95;56,93
485;88;105;62,76;66,93;2;70,16;115;70,16
486;88;115;70,16;70,16;5;77,7;125;77,7
487;88;125;77,7;77,7;9;92,13;145;92,13
488;88;155;98,65;100,01;4;104,59;165;104,59
489;88;165;104,59;104,59;5;110,44;175;110,44
