idNageur;Prénom;Nom;Sexe;DateDeNaissance;Nationalité;Club;idCourse;idCompetition;LongeurBassin;DistanceCourse;StyleDeNage;Round;Date;TempsDebutCourse;TempsFinalCourse;idAnalyse
569053;Joris;BOUCHAUT;m;19950101;FRA;DAUPHINS TOULOUSE OEC;7;1;50;4;4;1;20210517;7.24;24.89;1
629072;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;2;1;50;1;4;1;20210517;9.79;24.96;2
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;3;1;50;1;2;1;20210517;16.25;25.93;3
1186968;Maxence;ORANGE;m;19980101;FRA;NANTES NATATION;3;1;50;1;2;1;20210517;7.5;57.69;4
1076939;Theo;BUSSIERE;m;19950101;FRA;CN MARSEILLE;4;1;50;2;3;1;20210517;14.28;53.93;5
764954;Antoine;VIQUERAT;m;19980101;FRA;DAUPHINS TOULOUSE OEC;4;1;50;2;3;1;20210517;68.24;55.51;6
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;5;1;50;2;1;1;20210517;123.73;54.74;7
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;6;1;50;8;4;1;20210517;178.45;55.07;8
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;6;1;50;8;4;1;20210517;14.24;61.4;9
1466696;Lison;NOWACZYK;f;20030101;FRA;STADE BÉTHUNE PÉLICAN CLUB;6;1;50;8;4;1;20210517;17.73;61.43;10
622289;Anouchka;MARTIN;f;19930101;FRA;CN MARSEILLE;6;1;50;8;4;1;20210517;23.93;230.48;11
35;Kliment;KOLESNIKOV;m;20000709;RUS;b'';3;1;50;1;2;1;20210517;0.8;24.23;12
629072;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;8;1;50;1;4;2;20210517;19.99;25.08;13
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;9;1;50;1;2;2;20210517;9.09;25.11;14
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;10;1;50;2;1;2;20210517;10.39;57.48;15
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;11;1;50;8;4;3;20210517;10.83;53.97;16
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;11;1;50;8;4;3;20210517;64.82;53.36;17
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;11;1;50;8;4;3;20210517;118.18;54.25;18
622289;Anouchka;MARTIN;f;19930101;FRA;CN MARSEILLE;11;1;50;8;4;3;20210517;172.45;54.34;19
1155520;Julien;BEROL;m;20010101;FRA;CN MARSEILLE;12;1;50;2;4;1;20210518;12.86;48.36;20
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;12;1;50;2;4;1;20210518;13.81;49.35;21
1020299;Charles;RIHOUX;m;19980101;FRA;OLYMPIC NICE NATATION;12;1;50;2;4;1;20210518;18.56;49.04;22
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;13;1;50;3;1;1;20210518;10.95;116.33;23
681980;Damien;JOLY;m;19920101;FRA;MONTPELLIER METROPOLE NATATION;14;1;50;6;4;1;20210518;12.92;896.09;24
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;15;1;50;2;4;2;20210518;3.32;48.09;25
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;16;1;50;2;1;3;20210518;11.83;57.37;26
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;17;1;50;3;1;2;20210518;7.1;117.77;27
1150269;Clément;BIDARD;m;20010101;FRA;MULHOUSE ON;18;1;50;3;5;1;20210519;7.06;122.29;28
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;19;1;50;3;4;1;20210519;12.61;53.24;29
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;20;1;50;2;2;1;20210519;9.5;53.46;30
1186968;Maxence;ORANGE;m;19980101;FRA;NANTES NATATION;20;1;50;2;2;1;20210519;7.57;118.33;31
1230332;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;20;1;50;2;2;1;20210519;13.25;54.9;32
1025151;Jonathan;ATSU;m;19960101;FRA;DAUPHINS TOULOUSE OEC;21;1;50;9;4;1;20210519;9.91;108.26;33
1155613;Enzo;TESIC;m;20000101;FRA;AMIENS METROPOLE NAT.;21;1;50;9;4;1;20210519;118.17;106.87;34
888067;Roman;FUCHS;m;19980101;FRA;AMIENS METROPOLE NAT.;21;1;50;9;4;1;20210519;225.03;108.97;35
713589;Jordan;POTHAIN;m;19940101;FRA;OLYMPIC NICE NATATION;21;1;50;9;4;1;20210519;334.0;106.34;36
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;22;1;50;3;3;1;20210519;3.0;120.99;37
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;19;1;50;3;4;1;20210519;5.47;133.4;38
764954;Antoine;VIQUERAT;m;19980101;FRA;DAUPHINS TOULOUSE OEC;22;1;50;3;3;1;20210519;7.24;132.82;39
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;23;1;50;2;4;3;20210519;15.33;47.9;40
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;24;1;50;2;2;2;20210519;16.62;53.01;41
1230332;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;24;1;50;2;2;2;20210519;15.79;52.86;42
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;25;1;50;3;4;2;20210519;14.25;117.3;43
713589;Jordan;POTHAIN;m;19940101;FRA;OLYMPIC NICE NATATION;26;1;50;9;4;3;20210519;20.65;106.91;44
1155613;Enzo;TESIC;m;20000101;FRA;AMIENS METROPOLE NAT.;26;1;50;9;4;3;20210519;127.57;106.88;45
1230332;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;26;1;50;9;4;3;20210519;234.39;106.96;46
1025151;Jonathan;ATSU;m;19960101;FRA;DAUPHINS TOULOUSE OEC;26;1;50;9;4;3;20210519;341.4;106.49;47
1025151;Jonathan;ATSU;m;19960101;FRA;DAUPHINS TOULOUSE OEC;27;1;50;3;4;1;20210520;0.15;107.44;48
888067;Roman;FUCHS;m;19980101;FRA;AMIENS METROPOLE NAT.;27;1;50;3;4;1;20210520;9.77;107.84;49
713589;Jordan;POTHAIN;m;19940101;FRA;OLYMPIC NICE NATATION;27;1;50;3;4;1;20210520;13.36;23.41;50
681980;Damien;JOLY;m;19920101;FRA;MONTPELLIER METROPOLE NATATION;28;1;50;6;4;3;20210519;18.13;23.54;52
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;29;1;50;1;1;1;20210520;4.99;53.64;53
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;29;1;50;1;1;1;20210520;58.74;59.97;54
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;29;1;50;1;1;1;20210520;118.71;57.83;55
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;30;1;50;8;5;1;20210520;176.56;54.95;56
1076939;Theo;BUSSIERE;m;19950101;FRA;CN MARSEILLE;30;1;50;8;5;1;20210520;3.43;108.47;57
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;30;1;50;8;5;1;20210520;13.28;110.41;58
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;30;1;50;8;5;1;20210520;19.31;52.97;59
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;31;1;50;2;2;3;20210520;21.35;53.0;60
1230332;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;31;1;50;2;2;3;20210520;18.74;23.41;61
1025151;Jonathan;ATSU;m;19960101;FRA;DAUPHINS TOULOUSE OEC;32;1;50;3;4;2;20210520;4.45;23.39;62
713589;Jordan;POTHAIN;m;19940101;FRA;OLYMPIC NICE NATATION;32;1;50;3;4;2;20210520;9.01;107.6;63
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;33;1;50;1;1;2;20210520;17.75;108.07;64
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;33;1;50;1;1;2;20210520;14.51;116.55;65
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;34;1;50;3;4;3;20210520;4.69;54.07;66
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;35;1;50;2;4;1;20210521;17.37;27.95;67
1076939;Theo;BUSSIERE;m;19950101;FRA;CN MARSEILLE;36;1;50;1;3;1;20210521;9.6;132.35;68
1085477;Cyrielle;DUHAMEL;f;20000101;FRA;STADE BÉTHUNE PÉLICAN CLUB;37;1;50;3;5;1;20210521;11.16;116.42;69
419164;Antoine;HERLEM;m;19990101;FRA;DAUPHINS TOULOUSE OEC;38;1;50;3;2;1;20210521;8.52;117.7;70
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;38;1;50;3;2;1;20210521;16.08;120.63;71
1230332;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;38;1;50;3;2;1;20210521;5.04;121.86;72
600630;Margaux;FABRE;f;19920101;FRA;CANET 66 NATATION;39;1;50;9;4;1;20210521;126.83;120.04;73
1413946;Oceane;CARNEZ;f;20020101;FRA;STADE BÉTHUNE PÉLICAN CLUB;39;1;50;9;4;1;20210521;246.94;121.92;74
1477472;Lucile;TESSARIOL;f;20040101;FRA;SA MÉRIGNAC;39;1;50;9;4;1;20210521;368.84;119.54;75
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;39;1;50;9;4;1;20210521;11.21;473.07;76
569053;Joris;BOUCHAUT;m;19950101;FRA;DAUPHINS TOULOUSE OEC;40;1;50;5;4;1;20210521;24.48;116.63;77
419164;Antoine;HERLEM;m;19990101;FRA;DAUPHINS TOULOUSE OEC;41;1;50;3;2;2;20210521;16.28;117.06;78
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;41;1;50;3;2;2;20210521;17.92;53.34;79
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;42;1;50;2;4;2;20210521;8.12;132.12;80
1085477;Cyrielle;DUHAMEL;f;20000101;FRA;STADE BÉTHUNE PÉLICAN CLUB;43;1;50;3;5;2;20210521;3.88;117.31;81
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;44;1;50;9;4;3;20210521;121.19;121.47;82
1477472;Lucile;TESSARIOL;f;20040101;FRA;SA MÉRIGNAC;44;1;50;9;4;3;20210521;242.65;120.61;83
1413946;Oceane;CARNEZ;f;20020101;FRA;STADE BÉTHUNE PÉLICAN CLUB;44;1;50;9;4;3;20210521;363.27;120.06;84
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;44;1;50;9;4;3;20210521;8.84;21.86;85
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;45;1;50;1;4;1;20210522;5.61;22.19;86
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;45;1;50;1;4;1;20210522;3.52;25.3;87
629072;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;46;1;50;1;1;1;20210522;20.39;26.35;88
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;46;1;50;1;1;1;20210522;6.9;52.31;89
1724832;Justine;DELMAS;f;20050101;FRA;CNO ST-GERMAIN-EN-LAYE;47;1;50;1;3;1;20210522;12.78;32.23;90
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;48;1;50;2;1;1;20210522;10.33;53.32;91
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;50;1;50;2;4;3;20210522;13.7;21.67;92
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;51;1;50;1;4;2;20210522;23.04;21.95;93
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;51;1;50;1;4;2;20210522;14.06;25.53;94
629072;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;52;1;50;1;1;2;20210522;14.65;26.07;95
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;52;1;50;1;1;2;20210522;17.14;118.64;96
419164;Antoine;HERLEM;m;19990101;FRA;DAUPHINS TOULOUSE OEC;53;1;50;3;2;3;20210522;20.98;116.37;97
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;53;1;50;3;2;3;20210522;17.91;133.22;98
1085477;Cyrielle;DUHAMEL;f;20000101;FRA;STADE BÉTHUNE PÉLICAN CLUB;54;1;50;3;5;3;20210522;10.2;262.07;99
969675;Emilien;MATTENET;m;20000101;FRA;CHARLEVILLE-MÉZIÈRES NATATION;55;1;50;4;5;1;20210523;20.16;52.96;100
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;56;1;50;8;5;1;20210523;73.17;60.3;101
1076939;Theo;BUSSIERE;m;19950101;FRA;CN MARSEILLE;56;1;50;8;5;1;20210523;133.49;51.26;102
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;56;1;50;8;5;1;20210523;184.71;47.98;103
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;56;1;50;8;5;1;20210523;7.39;61.27;104
424393;Mathilde;CINI;f;19940101;FRA;VALENCE TRIATHLON;56;1;50;8;5;1;20210523;68.63;68.22;105
1724832;Justine;DELMAS;f;20050101;FRA;CNO ST-GERMAIN-EN-LAYE;56;1;50;8;5;1;20210523;136.84;58.2;106
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;56;1;50;8;5;1;20210523;195.08;54.74;107
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;56;1;50;8;5;1;20210523;6.81;472.85;108
569053;Joris;BOUCHAUT;m;19950101;FRA;DAUPHINS TOULOUSE OEC;57;1;50;5;4;3;20210522;19.02;21.81;109
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;58;1;50;1;4;3;20210523;13.47;25.46;110
629072;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;59;1;50;1;1;3;20210523;14.05;22.02;111
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;58;1;50;1;4;3;20210523;19.28;53.22;112
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;60;1;50;8;5;3;20210523;72.59;60.6;113
1076939;Theo;BUSSIERE;m;19950101;FRA;CN MARSEILLE;60;1;50;8;5;3;20210523;133.18;51.46;114
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;60;1;50;8;5;3;20210523;184.64;47.82;115
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;60;1;50;8;5;3;20210523;20.74;24.89;116
40;Viktar;STASELOVICH;m;19940528;BLR;b'';61;1;50;1;2;3;20210518;22.24;24.72;117
39;Grigory;TARASEVICH;m;19950801;RUS;b'';61;1;50;1;2;3;20210518;14.16;24.42;118
36;Robert-Andrei;GLINTA;m;19970418;ROU;b'';61;1;50;1;2;3;20210518;14.34;23.8;119
38;Apostolos;CHRISTOU;m;19961101;GRE;b'';61;1;50;1;2;3;20210518;15.46;24.47;121
37;Hugo;GONZALEZ DE OLIVEIRA;m;19990219;ESP;b'';61;1;50;1;2;3;20210518;19.92;24.92;122
41;Conor;FERGUSON;m;19991011;IRL;b'';61;1;50;1;2;3;20210518;5.17;24.92;123
42;Simone;SABBIONI;m;19961003;ITA;b'';61;1;50;1;2;3;20210518;25.24;24.51;124
48;Anna;HOPKIN;f;19960424;GBR;b'';62;1;50;1;4;3;20210518;11.78;24.32;125
2291767;Femke;HEEMSKERK;f;19870921;NED;b'';62;1;50;1;4;3;20210518;5.7;24.17;126
45;Katarzyna;WASICK;f;19920322;POL;b'';62;1;50;1;4;3;20210518;12.97;24.17;127
1727717;Pernille;BLUME;f;19940514;DEN;CN MARSEILLE;62;1;50;1;4;3;20210518;12.49;23.97;128
43;Ranomi;KROMOWIDJOJO;f;19900820;NED;b'';62;1;50;1;4;3;20210518;9.9;24.29;129
46;Maria;KAMENEVA;f;19990527;RUS;b'';62;1;50;1;4;3;20210518;13.59;24.65;130
49;Michelle;COLEMAN;f;19931031;SWE;b'';62;1;50;1;4;3;20210518;5.79;24.67;131
50;Barbora;SEEMANOVA;f;20000401;CZE;b'';62;1;50;1;4;3;20210518;11.09;24.59;132
214;Konrad;CZERNIAK;m;19890611;POL;b'';63;1;50;1;1;3;20210521;19.94;25.65;133
213;Nyls;KORSTANJE;m;19990205;NED;b'';63;1;50;1;1;3;20210521;12.66;25.76;134
212;Szebasztian;SZABO;m;19960311;HUN;b'';63;1;50;1;1;3;20210521;14.79;25.3;135
211;Andrey;ZHILKIN;m;19950309;RUS;b'';63;1;50;1;1;3;20210521;17.41;25.59;136
210;Andriy;GOVOROV;m;19920410;UKR;b'';63;1;50;1;1;3;20210521;19.06;25.87;137
209;Andrei;MINAKOV;m;20020317;RUS;b'';63;1;50;1;1;3;20210521;14.62;25.85;138
208;Thomas;CECCON;m;20010127;ITA;b'';63;1;50;1;1;3;20210521;7.94;25.84;139
207;Piero;CODIA;m;19891022;ITA;b'';63;1;50;1;1;3;20210521;23.44;27.13;140
206;Sara;JUNEVIK;f;20000214;SWE;b'';59;1;50;1;1;3;20210523;23.34;27.54;141
205;Jeanette;OTTESEN;f;19871230;DEN;b'';59;1;50;1;1;3;20210523;10.51;26.68;142
204;Arina;SURKOVA;f;19980717;RUS;b'';59;1;50;1;1;3;20210523;15.35;26.21;143
203;Emilie;BECKMANN;f;19970204;DEN;b'';59;1;50;1;1;3;20210523;20.94;26.55;144
43;Ranomi;KROMOWIDJOJO;f;19900820;NED;b'';59;1;50;1;1;3;20210523;15.08;27.1;145
202;Maaike;DE WAARD;f;19961011;NED;b'';59;1;50;1;1;3;20210523;16.76;27.13;146
201;Anna;NTOUNTOUNAKI;f;19950909;GRE;b'';59;1;50;1;1;3;20210523;2.3;27.3;147
200;Kirill;PRIGODA;m;19951229;RUS;b'';64;1;50;1;3;3;20210522;13.66;30.72;148
199;Arno;KAMMINGA;m;19951022;NED;b'';64;1;50;1;3;3;20210522;11.24;30.35;149
2186159;Jan;KOZAKIEWICZ;m;19960224;POL;b'';64;1;50;1;3;3;20210522;13.82;30.23;150
197;Ilya;SHYMANOVICH;m;19940802;BLR;b'';64;1;50;1;3;3;20210522;12.56;29.35;151
196;Adam;PEATY;m;19941228;GBR;b'';64;1;50;1;3;3;20210522;15.6;30.22;152
195;Nicolo;MARTINENGHI;m;19990801;ITA;b'';64;1;50;1;3;3;20210522;14.24;30.19;153
194;Alessandro;PINZUTTI;m;19990510;ITA;b'';64;1;50;1;3;3;20210522;12.79;30.31;154
193;Lucas;MATZERATH;m;20000503;GER;b'';64;1;50;1;3;3;20210522;6.26;30.77;155
192;Tatiana;BELONOGOFF;f;20010716;RUS;b'';65;1;50;1;3;3;20210523;21.29;23.54;156
190;Ida;HULKKO;f;19981212;FIN;b'';65;1;50;1;3;3;20210523;14.25;23.56;158
189;Yuliya;EFIMOVA;f;19920403;RUS;b'';65;1;50;1;3;3;20210523;10.64;23.18;159
188;Benedetta;PILATO;f;20050118;ITA;b'';65;1;50;1;3;3;20210523;13.53;23.01;160
187;Sarah;VASEY;f;19960829;GBR;b'';65;1;50;1;3;3;20210523;21.85;23.08;161
1879107;Arianna;CASTIGLIONI;f;19970815;ITA;b'';65;1;50;1;3;3;20210523;19.16;23.0;162
185;Veera;KIVIRINTA;f;19950406;FIN;b'';65;1;50;1;3;3;20210523;15.4;23.14;163
2672695;Benjamin;PROUD;m;19940921;GBR;b'';58;1;50;1;4;3;20210523;2.5;23.09;164
231;Ari-Pekka;LIUKKONEN;m;19890209;FIN;b'';58;1;50;1;4;3;20210523;13.7;27.85;165
232;Kristian;GKOLOMEEV;m;19930704;GRE;b'';58;1;50;1;4;3;20210523;11.1;27.9;166
233;Thom;DE BOER;m;19911224;NED;b'';58;1;50;1;4;3;20210523;15.1;27.46;167
218;Alessandro;MIRESSI;m;19981002;ITA;b'';58;1;50;1;4;3;20210523;20.76;27.36;168
215;Freya;ANDERSON;f;20010304;GBR;b'';50;1;50;2;4;3;20210522;19.35;27.74;169
216;Signe;BRO;f;19990305;DEN;b'';50;1;50;2;4;3;20210522;20.07;28.16;170
43;Ranomi;KROMOWIDJOJO;f;19900820;NED;b'';50;1;50;2;4;3;20210522;5.52;28.01;171
2291767;Femke;HEEMSKERK;f;19870921;NED;b'';50;1;50;2;4;3;20210522;9.22;21.92;172
50;Barbora;SEEMANOVA;f;20000401;CZE;b'';50;1;50;2;4;3;20210522;16.49;21.69;173
48;Anna;HOPKIN;f;19960424;GBR;b'';50;1;50;2;4;3;20210522;11.55;21.61;174
49;Michelle;COLEMAN;f;19931031;SWE;b'';50;1;50;2;4;3;20210522;16.96;21.73;175
217;David;POPOVICI;m;20040915;ROU;b'';23;1;50;2;4;3;20210519;15.93;21.8;176
35;Kliment;KOLESNIKOV;m;20000709;RUS;b'';23;1;50;2;4;3;20210519;17.19;22.19;177
218;Alessandro;MIRESSI;m;19981002;ITA;b'';23;1;50;2;4;3;20210519;25.48;58.1;178
219;Nandor;NEMETH;m;19991119;HUN;b'';23;1;50;2;4;3;20210519;5.86;57.65;180
220;Roman;MITYUKOV;m;20000730;SUI;b'';23;1;50;2;4;3;20210519;11.26;57.56;181
221;Thomas;DEAN;m;20000502;GBR;b'';23;1;50;2;4;3;20210519;9.48;57.37;182
234;Anastasiya;SHKURDAI;f;20030103;BLR;b'';16;1;50;2;1;3;20210518;13.64;58.05;183
204;Arina;SURKOVA;f;19980717;RUS;b'';16;1;50;2;1;3;20210518;5.52;58.41;184
235;Svetlana;CHIMROVA;f;19960415;RUS;b'';16;1;50;2;1;3;20210518;4.98;58.21;185
236;Louise;HANSSON;f;19961124;SWE;b'';16;1;50;2;1;3;20210518;29.11;53.56;186
201;Anna;NTOUNTOUNAKI;f;19950909;GRE;b'';16;1;50;2;1;3;20210518;5.89;53.69;187
237;Elena;DI LIDDO;f;19930908;ITA;b'';16;1;50;2;1;3;20210518;8.87;53.44;188
238;Ilaria;BIANCHI;f;19900106;ITA;b'';16;1;50;2;1;3;20210518;3.19;53.05;189
